qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,eng-Latn-r-pSKOS-pprefLabel-ps5002,jpn-Jpan-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5001,jpn-Jpan-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5000,jpn-Jpan-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:392:2:20076,20076,1603:45:16:392:0,1603:45:16:392:1:20,1603:45:16:392:2:20076,Takamori-machi,高森町,JP20076,Nagano,長野県,JP20,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:20077,20077,1603:45:16:392:0,1603:45:16:392:1:20,1603:45:16:392:2:20077,Omi-mura,麻績村,JP20077,Nagano,長野県,JP20,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:21001,21001,1603:45:16:392:0,1603:45:16:392:1:21,1603:45:16:392:2:21001,Hichiso-cho,七宗町,JP21001,Gifu,岐阜県,JP21,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:21002,21002,1603:45:16:392:0,1603:45:16:392:1:21,1603:45:16:392:2:21002,Gero City,下呂市,JP21002,Gifu,岐阜県,JP21,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:21003,21003,1603:45:16:392:0,1603:45:16:392:1:21,1603:45:16:392:2:21003,Nakatsugawa City,中津川市,JP21003,Gifu,岐阜県,JP21,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:21004,21004,1603:45:16:392:0,1603:45:16:392:1:21,1603:45:16:392:2:21004,Yaotsu-cho,八百津町,JP21004,Gifu,岐阜県,JP21,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:21005,21005,1603:45:16:392:0,1603:45:16:392:1:21,1603:45:16:392:2:21005,Kitagata-cho,北方町,JP21005,Gifu,岐阜県,JP21,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:21006,21006,1603:45:16:392:0,1603:45:16:392:1:21,1603:45:16:392:2:21006,Kani City,可児市,JP21006,Gifu,岐阜県,JP21,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:21007,21007,1603:45:16:392:0,1603:45:16:392:1:21,1603:45:16:392:2:21007,Kakamigahara City,各務原市,JP21007,Gifu,岐阜県,JP21,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:21008,21008,1603:45:16:392:0,1603:45:16:392:1:21,1603:45:16:392:2:21008,Toki City,土岐市,JP21008,Gifu,岐阜県,JP21,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:21009,21009,1603:45:16:392:0,1603:45:16:392:1:21,1603:45:16:392:2:21009,Sakahogi-cho,坂祝町,JP21009,Gifu,岐阜県,JP21,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:21010,21010,1603:45:16:392:0,1603:45:16:392:1:21,1603:45:16:392:2:21010,Tarui-cho,垂井町,JP21010,Gifu,岐阜県,JP21,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:21011,21011,1603:45:16:392:0,1603:45:16:392:1:21,1603:45:16:392:2:21011,Tajimi City,多治見市,JP21011,Gifu,岐阜県,JP21,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:21012,21012,1603:45:16:392:0,1603:45:16:392:1:21,1603:45:16:392:2:21012,Ogaki City,大垣市,JP21012,Gifu,岐阜県,JP21,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:21013,21013,1603:45:16:392:0,1603:45:16:392:1:21,1603:45:16:392:2:21013,Ono-cho,大野町,JP21013,Gifu,岐阜県,JP21,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:21014,21014,1603:45:16:392:0,1603:45:16:392:1:21,1603:45:16:392:2:21014,Anpachi-cho,安八町,JP21014,Gifu,岐阜県,JP21,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:21015,21015,1603:45:16:392:0,1603:45:16:392:1:21,1603:45:16:392:2:21015,Tomika-cho,富加町,JP21015,Gifu,岐阜県,JP21,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:21016,21016,1603:45:16:392:0,1603:45:16:392:1:21,1603:45:16:392:2:21016,Yamagata City,山県市,JP21016,Gifu,岐阜県,JP21,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:21017,21017,1603:45:16:392:0,1603:45:16:392:1:21,1603:45:16:392:2:21017,Ginan-cho,岐南町,JP21017,Gifu,岐阜県,JP21,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:21018,21018,1603:45:16:392:0,1603:45:16:392:1:21,1603:45:16:392:2:21018,Gifu City,岐阜市,JP21018,Gifu,岐阜県,JP21,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:21019,21019,1603:45:16:392:0,1603:45:16:392:1:21,1603:45:16:392:2:21019,Kawabe-cho,川辺町,JP21019,Gifu,岐阜県,JP21,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:21020,21020,1603:45:16:392:0,1603:45:16:392:1:21,1603:45:16:392:2:21020,Mitake-cho,御嵩町,JP21020,Gifu,岐阜県,JP21,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:21021,21021,1603:45:16:392:0,1603:45:16:392:1:21,1603:45:16:392:2:21021,Ena City,恵那市,JP21021,Gifu,岐阜県,JP21,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:21022,21022,1603:45:16:392:0,1603:45:16:392:1:21,1603:45:16:392:2:21022,Ibigawa-cho,揖斐川町,JP21022,Gifu,岐阜県,JP21,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:21023,21023,1603:45:16:392:0,1603:45:16:392:1:21,1603:45:16:392:2:21023,Motosu City,本巣市,JP21023,Gifu,岐阜県,JP21,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:21024,21024,1603:45:16:392:0,1603:45:16:392:1:21,1603:45:16:392:2:21024,Higashishirakawa-mura,東白川村,JP21024,Gifu,岐阜県,JP21,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:21025,21025,1603:45:16:392:0,1603:45:16:392:1:21,1603:45:16:392:2:21025,Ikeda-cho,池田町,JP21025,Gifu,岐阜県,JP21,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:21026,21026,1603:45:16:392:0,1603:45:16:392:1:21,1603:45:16:392:2:21026,Kaizu City,海津市,JP21026,Gifu,岐阜県,JP21,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:21027,21027,1603:45:16:392:0,1603:45:16:392:1:21,1603:45:16:392:2:21027,Mizunami City,瑞浪市,JP21027,Gifu,岐阜県,JP21,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:21028,21028,1603:45:16:392:0,1603:45:16:392:1:21,1603:45:16:392:2:21028,Mizuho City,瑞穂市,JP21028,Gifu,岐阜県,JP21,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:21029,21029,1603:45:16:392:0,1603:45:16:392:1:21,1603:45:16:392:2:21029,Shirakawa-mura,白川村,JP21029,Gifu,岐阜県,JP21,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:21030,21030,1603:45:16:392:0,1603:45:16:392:1:21,1603:45:16:392:2:21030,Shirakawa-cho,白川町,JP21030,Gifu,岐阜県,JP21,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:21031,21031,1603:45:16:392:0,1603:45:16:392:1:21,1603:45:16:392:2:21031,Godo-cho,神戸町,JP21031,Gifu,岐阜県,JP21,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:21032,21032,1603:45:16:392:0,1603:45:16:392:1:21,1603:45:16:392:2:21032,Kasamatsu-cho,笠松町,JP21032,Gifu,岐阜県,JP21,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:21033,21033,1603:45:16:392:0,1603:45:16:392:1:21,1603:45:16:392:2:21033,Minokamo City,美濃加茂,JP21033,Gifu,岐阜県,JP21,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:21034,21034,1603:45:16:392:0,1603:45:16:392:1:21,1603:45:16:392:2:21034,Mino City,美濃市,JP21034,Gifu,岐阜県,JP21,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:21035,21035,1603:45:16:392:0,1603:45:16:392:1:21,1603:45:16:392:2:21035,Hashima City,羽島市,JP21035,Gifu,岐阜県,JP21,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:21036,21036,1603:45:16:392:0,1603:45:16:392:1:21,1603:45:16:392:2:21036,Wanouchi-cho,輪之内町,JP21036,Gifu,岐阜県,JP21,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:21037,21037,1603:45:16:392:0,1603:45:16:392:1:21,1603:45:16:392:2:21037,Gujo City,郡上市,JP21037,Gifu,岐阜県,JP21,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:21038,21038,1603:45:16:392:0,1603:45:16:392:1:21,1603:45:16:392:2:21038,Sekigahara-cho,関ケ原町,JP21038,Gifu,岐阜県,JP21,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:21039,21039,1603:45:16:392:0,1603:45:16:392:1:21,1603:45:16:392:2:21039,Seki City,関市,JP21039,Gifu,岐阜県,JP21,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:21040,21040,1603:45:16:392:0,1603:45:16:392:1:21,1603:45:16:392:2:21040,Hida City,飛騨市,JP21040,Gifu,岐阜県,JP21,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:21041,21041,1603:45:16:392:0,1603:45:16:392:1:21,1603:45:16:392:2:21041,Yoro-cho,養老町,JP21041,Gifu,岐阜県,JP21,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:21042,21042,1603:45:16:392:0,1603:45:16:392:1:21,1603:45:16:392:2:21042,Takayama City,高山市,JP21042,Gifu,岐阜県,JP21,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:22001,22001,1603:45:16:392:0,1603:45:16:392:1:22,1603:45:16:392:2:22001,Mishima City,三島市,JP22001,Shizuoka,静岡県,JP22,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:22002,22002,1603:45:16:392:0,1603:45:16:392:1:22,1603:45:16:392:2:22002,Shimoda City,下田市,JP22002,Shizuoka,静岡県,JP22,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:22003,22003,1603:45:16:392:0,1603:45:16:392:1:22,1603:45:16:392:2:22003,Naka-ku,中区,JP22003,Shizuoka,静岡県,JP22,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:22004,22004,1603:45:16:392:0,1603:45:16:392:1:22,1603:45:16:392:2:22004,Ito City,伊東市,JP22004,Shizuoka,静岡県,JP22,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:22005,22005,1603:45:16:392:0,1603:45:16:392:1:22,1603:45:16:392:2:22005,Izunokuni City,伊豆の国,JP22005,Shizuoka,静岡県,JP22,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:22006,22006,1603:45:16:392:0,1603:45:16:392:1:22,1603:45:16:392:2:22006,Izu City,伊豆市,JP22006,Shizuoka,静岡県,JP22,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:22007,22007,1603:45:16:392:0,1603:45:16:392:1:22,1603:45:16:392:2:22007,Kannami-cho,函南町,JP22007,Shizuoka,静岡県,JP22,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:22008,22008,1603:45:16:392:0,1603:45:16:392:1:22,1603:45:16:392:2:22008,Kita-ku,北区,JP22008,Shizuoka,静岡県,JP22,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:22009,22009,1603:45:16:392:0,1603:45:16:392:1:22,1603:45:16:392:2:22009,Minamiizu-cho,南伊豆町,JP22009,Shizuoka,静岡県,JP22,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:22010,22010,1603:45:16:392:0,1603:45:16:392:1:22,1603:45:16:392:2:22010,Minami-ku,南区,JP22010,Shizuoka,静岡県,JP22,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:22011,22011,1603:45:16:392:0,1603:45:16:392:1:22,1603:45:16:392:2:22011,Yoshida-cho,吉田町,JP22011,Shizuoka,静岡県,JP22,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:22012,22012,1603:45:16:392:0,1603:45:16:392:1:22,1603:45:16:392:2:22012,Tenryu-ku,天竜区,JP22012,Shizuoka,静岡県,JP22,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:22013,22013,1603:45:16:392:0,1603:45:16:392:1:22,1603:45:16:392:2:22013,Fujinomiya City,富士宮市,JP22013,Shizuoka,静岡県,JP22,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:22014,22014,1603:45:16:392:0,1603:45:16:392:1:22,1603:45:16:392:2:22014,Fuji City,富士市,JP22014,Shizuoka,静岡県,JP22,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:22015,22015,1603:45:16:392:0,1603:45:16:392:1:22,1603:45:16:392:2:22015,Oyama-cho,小山町,JP22015,Shizuoka,静岡県,JP22,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:22016,22016,1603:45:16:392:0,1603:45:16:392:1:22,1603:45:16:392:2:22016,Shimada City,島田市,JP22016,Shizuoka,静岡県,JP22,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:22017,22017,1603:45:16:392:0,1603:45:16:392:1:22,1603:45:16:392:2:22017,Kawanehon-cho,川根本町,JP22017,Shizuoka,静岡県,JP22,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:22018,22018,1603:45:16:392:0,1603:45:16:392:1:22,1603:45:16:392:2:22018,Omaezaki City,御前崎市,JP22018,Shizuoka,静岡県,JP22,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:22019,22019,1603:45:16:392:0,1603:45:16:392:1:22,1603:45:16:392:2:22019,Gotemba City,御殿場市,JP22019,Shizuoka,静岡県,JP22,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:22020,22020,1603:45:16:392:0,1603:45:16:392:1:22,1603:45:16:392:2:22020,Kakegawa City,掛川市,JP22020,Shizuoka,静岡県,JP22,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:22021,22021,1603:45:16:392:0,1603:45:16:392:1:22,1603:45:16:392:2:22021,Higashiizu-cho,東伊豆町,JP22021,Shizuoka,静岡県,JP22,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:22022,22022,1603:45:16:392:0,1603:45:16:392:1:22,1603:45:16:392:2:22022,Higashi-ku,東区,JP22022,Shizuoka,静岡県,JP22,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:22023,22023,1603:45:16:392:0,1603:45:16:392:1:22,1603:45:16:392:2:22023,Matsuzaki-cho,松崎町,JP22023,Shizuoka,静岡県,JP22,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:22024,22024,1603:45:16:392:0,1603:45:16:392:1:22,1603:45:16:392:2:22024,Mori-machi,森町,JP22024,Shizuoka,静岡県,JP22,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:22025,22025,1603:45:16:392:0,1603:45:16:392:1:22,1603:45:16:392:2:22025,Kawazu-cho,河津町,JP22025,Shizuoka,静岡県,JP22,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:22026,22026,1603:45:16:392:0,1603:45:16:392:1:22,1603:45:16:392:2:22026,Numazu City,沼津市,JP22026,Shizuoka,静岡県,JP22,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:22027,22027,1603:45:16:392:0,1603:45:16:392:1:22,1603:45:16:392:2:22027,Hamakita-ku,浜北区,JP22027,Shizuoka,静岡県,JP22,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:22028,22028,1603:45:16:392:0,1603:45:16:392:1:22,1603:45:16:392:2:22028,Shimizu-ku,清水区,JP22028,Shizuoka,静岡県,JP22,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:22029,22029,1603:45:16:392:0,1603:45:16:392:1:22,1603:45:16:392:2:22029,Shimizu-cho,清水町,JP22029,Shizuoka,静岡県,JP22,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:22030,22030,1603:45:16:392:0,1603:45:16:392:1:22,1603:45:16:392:2:22030,Kosai City,湖西市,JP22030,Shizuoka,静岡県,JP22,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:22031,22031,1603:45:16:392:0,1603:45:16:392:1:22,1603:45:16:392:2:22031,Yaizu City,焼津市,JP22031,Shizuoka,静岡県,JP22,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:22032,22032,1603:45:16:392:0,1603:45:16:392:1:22,1603:45:16:392:2:22032,Atami City,熱海市,JP22032,Shizuoka,静岡県,JP22,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:22033,22033,1603:45:16:392:0,1603:45:16:392:1:22,1603:45:16:392:2:22033,Makinohara City,牧之原市,JP22033,Shizuoka,静岡県,JP22,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:22034,22034,1603:45:16:392:0,1603:45:16:392:1:22,1603:45:16:392:2:22034,Iwata City,磐田市,JP22034,Shizuoka,静岡県,JP22,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:22035,22035,1603:45:16:392:0,1603:45:16:392:1:22,1603:45:16:392:2:22035,Kikugawa City,菊川市,JP22035,Shizuoka,静岡県,JP22,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:22036,22036,1603:45:16:392:0,1603:45:16:392:1:22,1603:45:16:392:2:22036,Aoi-ku,葵区,JP22036,Shizuoka,静岡県,JP22,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:22037,22037,1603:45:16:392:0,1603:45:16:392:1:22,1603:45:16:392:2:22037,Fujieda City,藤枝市,JP22037,Shizuoka,静岡県,JP22,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:22038,22038,1603:45:16:392:0,1603:45:16:392:1:22,1603:45:16:392:2:22038,Fukuroi City,袋井市,JP22038,Shizuoka,静岡県,JP22,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:22039,22039,1603:45:16:392:0,1603:45:16:392:1:22,1603:45:16:392:2:22039,Susono City,裾野市,JP22039,Shizuoka,静岡県,JP22,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:22040,22040,1603:45:16:392:0,1603:45:16:392:1:22,1603:45:16:392:2:22040,Nishiizu-cho,西伊豆町,JP22040,Shizuoka,静岡県,JP22,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:22041,22041,1603:45:16:392:0,1603:45:16:392:1:22,1603:45:16:392:2:22041,Nishi-ku,西区,JP22041,Shizuoka,静岡県,JP22,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:22042,22042,1603:45:16:392:0,1603:45:16:392:1:22,1603:45:16:392:2:22042,Nagaizumi-cho,長泉町,JP22042,Shizuoka,静岡県,JP22,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:22043,22043,1603:45:16:392:0,1603:45:16:392:1:22,1603:45:16:392:2:22043,Suruga-ku,駿河区,JP22043,Shizuoka,静岡県,JP22,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23001,23001,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23001,Ama City,あま市,JP23001,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23002,23002,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23002,Miyoshi City,みよし市,JP23002,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23003,23003,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23003,Ichinomiya City,一宮市,JP23003,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23004,23004,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23004,Naka-ku,中区,JP23004,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23005,23005,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23005,Nakagawa-ku,中川区,JP23005,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23006,23006,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23006,Nakamura-ku,中村区,JP23006,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23007,23007,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23007,Kariya City,刈谷市,JP23007,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23008,23008,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23008,Kita-ku,北区,JP23008,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23009,23009,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23009,Kitanagoya City,北名古屋,JP23009,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23010,23010,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23010,Chikusa-ku,千種区,JP23010,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23011,23011,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23011,Handa City,半田市,JP23011,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23012,23012,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23012,Minami-ku,南区,JP23012,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23013,23013,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23013,Minamichita-cho,南知多町,JP23013,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23014,23014,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23014,Meito-ku,名東区,JP23014,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23015,23015,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23015,Oguchi-cho,大口町,JP23015,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23016,23016,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23016,Obu City,大府市,JP23016,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23017,23017,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23017,Oharu-cho,大治町,JP23017,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23018,23018,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23018,Tenpaku-ku,天白区,JP23018,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23019,23019,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23019,Moriyama-ku,守山区,JP23019,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23020,23020,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23020,Anjo City,安城市,JP23020,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23021,23021,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23021,Komaki City,小牧市,JP23021,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23022,23022,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23022,Owariasahi City,尾張旭市,JP23022,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23023,23023,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23023,Okazaki City,岡崎市,JP23023,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23024,23024,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23024,Iwakura City,岩倉市,JP23024,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23025,23025,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23025,Tokoname City,常滑市,JP23025,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23026,23026,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23026,Kota-cho,幸田町,JP23026,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23027,23027,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23027,Yatomi City,弥富市,JP23027,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23028,23028,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23028,Aisai City,愛西市,JP23028,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23029,23029,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23029,Fuso-cho,扶桑町,JP23029,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23030,23030,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23030,Shinshiro City,新城市,JP23030,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23031,23031,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23031,Nisshin City,日進市,JP23031,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23032,23032,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23032,Kasugai City,春日井市,JP23032,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23033,23033,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23033,Showa-ku,昭和区,JP23033,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
