admin2Name_en,admin2Name_ar,admin2Pcode,admin2RefName,admin2AltName1_en,admin2AltName2_en,admin2AltName1_ar,admin2AltName2_ar,admin1Name_en,admin1Name_ar,admin1Pcode,admin0Name_en,admin0Name_ar,admin0Pcode,date,validOn,validTo
Shaykh Zuwayd,قسم الشيخ زويد,EG3408,Shaykh Zuwayd,,,,,North Sinai,شمال سيناء,EG34,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Rafah,قسم رفح,EG3409,Rafah,,,,,North Sinai,شمال سيناء,EG34,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Rummana,قسم رمانة,EG3410,Rummana,,,,,North Sinai,شمال سيناء,EG34,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Qasima,قسم القسيمة,EG3411,Qasima,,,,,North Sinai,شمال سيناء,EG34,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Al-Tur,قسم الطور,EG3501,Al-Tur,,,,,South Sinai,جنوب سيناء,EG35,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Ras Sidr,قسم رأس سدر,EG3502,Ras Sidr,,,,,South Sinai,جنوب سيناء,EG35,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Abu Radis,قسم أبو رديس,EG3503,Abu Radis,,,,,South Sinai,جنوب سيناء,EG35,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Sant Katrin,قسم سانت كاترين,EG3504,Sant Katrin,,,,,South Sinai,جنوب سيناء,EG35,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Sharm el-Sheikh,قسم شرم الشيخ,EG3505,Sharm el-Sheikh,,,,,South Sinai,جنوب سيناء,EG35,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Dahab,قسم دهب,EG3506,Dahab,,,,,South Sinai,جنوب سيناء,EG35,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Nuweiba,قسم نويبع,EG3507,Nuweiba,,,,,South Sinai,جنوب سيناء,EG35,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Taba,قسم طابا,EG3508,Taba,,,,,South Sinai,جنوب سيناء,EG35,Egypt,مِصر,EG,2006-01-01,2017-04-21,
