id,iso_3,adm0_name,adm0_name1,src_lvl,src_date,src_update,src_name,src_name1,src_lic,src_url,e_gpkg,e_shp,e_xlsx,o_gpkg,o_shp,o_xlsx
mwi,MWI,Malawi,Malawi,3,2018-10-22,2020-02-20,National Statistics Office of Malawi,OCHA Regional Office for Southern and Eastern Africa (ROSEA),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-mwi,https://data.fieldmaps.io/cod/extended/mwi.gpkg.zip,https://data.fieldmaps.io/cod/extended/mwi.shp.zip,https://data.fieldmaps.io/cod/extended/mwi.xlsx,https://data.fieldmaps.io/cod/originals/mwi.gpkg.zip,https://data.fieldmaps.io/cod/originals/mwi.shp.zip,https://data.fieldmaps.io/cod/originals/mwi.xlsx
mys,MYS,Malaysia,Malaysia,2,2019-12-02,2021-02-15,UNHCR,OCHA Regional Office for Asia and the Pacific (ROAP),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-mys,https://data.fieldmaps.io/cod/extended/mys.gpkg.zip,https://data.fieldmaps.io/cod/extended/mys.shp.zip,https://data.fieldmaps.io/cod/extended/mys.xlsx,https://data.fieldmaps.io/cod/originals/mys.gpkg.zip,https://data.fieldmaps.io/cod/originals/mys.shp.zip,https://data.fieldmaps.io/cod/originals/mys.xlsx
nam,NAM,Namibia,Namibia,2,2011-01-01,2020-05-04,Namibia Statistics Agency (NSA),OCHA Field Information Services Section (FISS),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-nam,https://data.fieldmaps.io/cod/extended/nam.gpkg.zip,https://data.fieldmaps.io/cod/extended/nam.shp.zip,https://data.fieldmaps.io/cod/extended/nam.xlsx,https://data.fieldmaps.io/cod/originals/nam.gpkg.zip,https://data.fieldmaps.io/cod/originals/nam.shp.zip,https://data.fieldmaps.io/cod/originals/nam.xlsx
ner,NER,Niger,Niger,3,2006-01-01,2021-09-29, IGNN (as of 2006) and  OCHA/ROWCA ( 2014/ 2015),OCHA Niger,Other,https://data.humdata.org/dataset/cod-ab-ner,https://data.fieldmaps.io/cod/extended/ner.gpkg.zip,https://data.fieldmaps.io/cod/extended/ner.shp.zip,https://data.fieldmaps.io/cod/extended/ner.xlsx,https://data.fieldmaps.io/cod/originals/ner.gpkg.zip,https://data.fieldmaps.io/cod/originals/ner.shp.zip,https://data.fieldmaps.io/cod/originals/ner.xlsx
nga,NGA,Nigeria,Nigeria,2,2017-02-23,2020-04-22,"Office for the Surveyor General of the Federation of Nigeria (OSGOF), Ehealth, United Nations Cartographic Section (UNCS)",OCHA Nigeria,Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-nga,https://data.fieldmaps.io/cod/extended/nga.gpkg.zip,https://data.fieldmaps.io/cod/extended/nga.shp.zip,https://data.fieldmaps.io/cod/extended/nga.xlsx,https://data.fieldmaps.io/cod/originals/nga.gpkg.zip,https://data.fieldmaps.io/cod/originals/nga.shp.zip,https://data.fieldmaps.io/cod/originals/nga.xlsx
nic,NIC,Nicaragua,Nicaragua,2,2017-10-11,2021-09-28,www.gadm.org,OCHA Field Information Services Section (FISS),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-nic,https://data.fieldmaps.io/cod/extended/nic.gpkg.zip,https://data.fieldmaps.io/cod/extended/nic.shp.zip,https://data.fieldmaps.io/cod/extended/nic.xlsx,https://data.fieldmaps.io/cod/originals/nic.gpkg.zip,https://data.fieldmaps.io/cod/originals/nic.shp.zip,https://data.fieldmaps.io/cod/originals/nic.xlsx
npl,NPL,Nepal,Nepal,2,2020-11-17,2020-11-17,"Survey Department of Nepal (http://ngiip.gov.np/index.php),  UN Resident Coordinators Office in Nepal (https://un.org.np/)",OCHA Field Information Services Section (FISS),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-npl,https://data.fieldmaps.io/cod/extended/npl.gpkg.zip,https://data.fieldmaps.io/cod/extended/npl.shp.zip,https://data.fieldmaps.io/cod/extended/npl.xlsx,https://data.fieldmaps.io/cod/originals/npl.gpkg.zip,https://data.fieldmaps.io/cod/originals/npl.shp.zip,https://data.fieldmaps.io/cod/originals/npl.xlsx
pak,PAK,Pakistan,Pakistan,3,2018-12-26,2019-11-10,Pakistan Census Office (PCO),OCHA Field Information Services Section (FISS),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-pak,https://data.fieldmaps.io/cod/extended/pak.gpkg.zip,https://data.fieldmaps.io/cod/extended/pak.shp.zip,https://data.fieldmaps.io/cod/extended/pak.xlsx,https://data.fieldmaps.io/cod/originals/pak.gpkg.zip,https://data.fieldmaps.io/cod/originals/pak.shp.zip,https://data.fieldmaps.io/cod/originals/pak.xlsx
pan,PAN,Panama,Panama,3,2020-06-15,2021-10-27,www.gadm.org,OCHA Field Information Services Section (FISS),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-pan,https://data.fieldmaps.io/cod/extended/pan.gpkg.zip,https://data.fieldmaps.io/cod/extended/pan.shp.zip,https://data.fieldmaps.io/cod/extended/pan.xlsx,https://data.fieldmaps.io/cod/originals/pan.gpkg.zip,https://data.fieldmaps.io/cod/originals/pan.shp.zip,https://data.fieldmaps.io/cod/originals/pan.xlsx
per,PER,Peru,Peru,3,2015-07-24,2020-07-17,Instituto Geográfico Nacional - IGN,OCHA Latin America and the Caribbean (ROLAC),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-per,https://data.fieldmaps.io/cod/extended/per.gpkg.zip,https://data.fieldmaps.io/cod/extended/per.shp.zip,https://data.fieldmaps.io/cod/extended/per.xlsx,https://data.fieldmaps.io/cod/originals/per.gpkg.zip,https://data.fieldmaps.io/cod/originals/per.shp.zip,https://data.fieldmaps.io/cod/originals/per.xlsx
phl,PHL,Philippines,Philippines,3,2018-02-09,2021-12-24,"National Mapping and Resource Information Authority (NAMRIA), Philippines Statistics Authority (PSA)",OCHA Philippines,Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-phl,https://data.fieldmaps.io/cod/extended/phl.gpkg.zip,https://data.fieldmaps.io/cod/extended/phl.shp.zip,https://data.fieldmaps.io/cod/extended/phl.xlsx,https://data.fieldmaps.io/cod/originals/phl.gpkg.zip,https://data.fieldmaps.io/cod/originals/phl.shp.zip,https://data.fieldmaps.io/cod/originals/phl.xlsx
png,PNG,Papua New Guinea,Papua New Guinea,3,2019-05-10,2019-05-10,Papua New Guinea National Statistics Office,OCHA Regional Office for Asia and the Pacific (ROAP),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-png,https://data.fieldmaps.io/cod/extended/png.gpkg.zip,https://data.fieldmaps.io/cod/extended/png.shp.zip,https://data.fieldmaps.io/cod/extended/png.xlsx,https://data.fieldmaps.io/cod/originals/png.gpkg.zip,https://data.fieldmaps.io/cod/originals/png.shp.zip,https://data.fieldmaps.io/cod/originals/png.xlsx
pol,POL,Poland,Poland,2,2022-04-19,2022-04-19,Państwowy Rejestr Granic (PRG),OCHA Field Information Services Section (FISS),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-pol,https://data.fieldmaps.io/cod/extended/pol.gpkg.zip,https://data.fieldmaps.io/cod/extended/pol.shp.zip,https://data.fieldmaps.io/cod/extended/pol.xlsx,https://data.fieldmaps.io/cod/originals/pol.gpkg.zip,https://data.fieldmaps.io/cod/originals/pol.shp.zip,https://data.fieldmaps.io/cod/originals/pol.xlsx
pri,PRI,Puerto Rico (USA),Puerto Rico,1,2017-09-06,2019-11-08,www.gadm.org,OCHA Field Information Services Section (FISS),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-pri,https://data.fieldmaps.io/cod/extended/pri.gpkg.zip,https://data.fieldmaps.io/cod/extended/pri.shp.zip,https://data.fieldmaps.io/cod/extended/pri.xlsx,https://data.fieldmaps.io/cod/originals/pri.gpkg.zip,https://data.fieldmaps.io/cod/originals/pri.shp.zip,https://data.fieldmaps.io/cod/originals/pri.xlsx
prk,PRK,Democratic People's Republic of Korea,Democratic People's Republic of Korea,2,2013-01-01,2019-07-17,World Food Programme,OCHA Regional Office for Asia and the Pacific (ROAP),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-prk,https://data.fieldmaps.io/cod/extended/prk.gpkg.zip,https://data.fieldmaps.io/cod/extended/prk.shp.zip,https://data.fieldmaps.io/cod/extended/prk.xlsx,https://data.fieldmaps.io/cod/originals/prk.gpkg.zip,https://data.fieldmaps.io/cod/originals/prk.shp.zip,https://data.fieldmaps.io/cod/originals/prk.xlsx
pry,PRY,Paraguay,Paraguay,2,2017-10-11,2020-09-16,"Dirección General de Estadísticas, Encuestas y Censos (DGEEC)",OCHA Latin America and the Caribbean (ROLAC),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-pry,https://data.fieldmaps.io/cod/extended/pry.gpkg.zip,https://data.fieldmaps.io/cod/extended/pry.shp.zip,https://data.fieldmaps.io/cod/extended/pry.xlsx,https://data.fieldmaps.io/cod/originals/pry.gpkg.zip,https://data.fieldmaps.io/cod/originals/pry.shp.zip,https://data.fieldmaps.io/cod/originals/pry.xlsx
pse_1,PSE,West Bank,State of Palestine,2,2021-03-10,2021-08-10,Palestinian Authority Ministry of Planning,OCHA occupied Palestinian territory (oPt),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-pse,https://data.fieldmaps.io/cod/extended/pse_1.gpkg.zip,https://data.fieldmaps.io/cod/extended/pse_1.shp.zip,https://data.fieldmaps.io/cod/extended/pse_1.xlsx,https://data.fieldmaps.io/cod/originals/pse.gpkg.zip,https://data.fieldmaps.io/cod/originals/pse.shp.zip,https://data.fieldmaps.io/cod/originals/pse.xlsx
pse_2,PSE,Gaza,State of Palestine,2,2021-03-10,2021-08-10,Palestinian Authority Ministry of Planning,OCHA occupied Palestinian territory (oPt),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-pse,https://data.fieldmaps.io/cod/extended/pse_2.gpkg.zip,https://data.fieldmaps.io/cod/extended/pse_2.shp.zip,https://data.fieldmaps.io/cod/extended/pse_2.xlsx,https://data.fieldmaps.io/cod/originals/pse.gpkg.zip,https://data.fieldmaps.io/cod/originals/pse.shp.zip,https://data.fieldmaps.io/cod/originals/pse.xlsx
rou,ROU,Romania,Romania,2,2022-03-09,2022-05-03,ANCPI - Agenția Națională de Cadastru și publicitate imobiliară,OCHA Field Information Services Section (FISS),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-rou,https://data.fieldmaps.io/cod/extended/rou.gpkg.zip,https://data.fieldmaps.io/cod/extended/rou.shp.zip,https://data.fieldmaps.io/cod/extended/rou.xlsx,https://data.fieldmaps.io/cod/originals/rou.gpkg.zip,https://data.fieldmaps.io/cod/originals/rou.shp.zip,https://data.fieldmaps.io/cod/originals/rou.xlsx
rus,RUS,Russian Federation,Russian Federation,2,2022-03-09,2022-03-22,www.gadm.org,OCHA Field Information Services Section (FISS),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-rus,https://data.fieldmaps.io/cod/extended/rus.gpkg.zip,https://data.fieldmaps.io/cod/extended/rus.shp.zip,https://data.fieldmaps.io/cod/extended/rus.xlsx,https://data.fieldmaps.io/cod/originals/rus.gpkg.zip,https://data.fieldmaps.io/cod/originals/rus.shp.zip,https://data.fieldmaps.io/cod/originals/rus.xlsx
rwa,RWA,Rwanda,Rwanda,3,2018-09-27,2021-09-29,National Institute of Statistics of Rwanda (NISR).,OCHA Regional Office for Southern and Eastern Africa (ROSEA),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-rwa,https://data.fieldmaps.io/cod/extended/rwa.gpkg.zip,https://data.fieldmaps.io/cod/extended/rwa.shp.zip,https://data.fieldmaps.io/cod/extended/rwa.xlsx,https://data.fieldmaps.io/cod/originals/rwa.gpkg.zip,https://data.fieldmaps.io/cod/originals/rwa.shp.zip,https://data.fieldmaps.io/cod/originals/rwa.xlsx
sdn,SDN,Sudan,Sudan,2,2020-09-03,2020-09-03,"Information Management Working Group (IMWG), OCHA",OCHA Regional Office for Southern and Eastern Africa (ROSEA),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-sdn,https://data.fieldmaps.io/cod/extended/sdn.gpkg.zip,https://data.fieldmaps.io/cod/extended/sdn.shp.zip,https://data.fieldmaps.io/cod/extended/sdn.xlsx,https://data.fieldmaps.io/cod/originals/sdn.gpkg.zip,https://data.fieldmaps.io/cod/originals/sdn.shp.zip,https://data.fieldmaps.io/cod/originals/sdn.xlsx
sen,SEN,Senegal,Senegal,3,2019-04-30,2022-01-04,"Government of Senegal, 2009  (updated by OCHA/ROWCA) 04 august 2018",OCHA West and Central Africa (ROWCA),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-sen,https://data.fieldmaps.io/cod/extended/sen.gpkg.zip,https://data.fieldmaps.io/cod/extended/sen.shp.zip,https://data.fieldmaps.io/cod/extended/sen.xlsx,https://data.fieldmaps.io/cod/originals/sen.gpkg.zip,https://data.fieldmaps.io/cod/originals/sen.shp.zip,https://data.fieldmaps.io/cod/originals/sen.xlsx
slb,SLB,Solomon Islands,Solomon Islands,3,2018-01-12,2021-09-29,"Solomon Islands National Statistics Office (SINSO), 2009 Census of Population and Housing	",OCHA Regional Office for Asia and the Pacific (ROAP),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-slb,https://data.fieldmaps.io/cod/extended/slb.gpkg.zip,https://data.fieldmaps.io/cod/extended/slb.shp.zip,https://data.fieldmaps.io/cod/extended/slb.xlsx,https://data.fieldmaps.io/cod/originals/slb.gpkg.zip,https://data.fieldmaps.io/cod/originals/slb.shp.zip,https://data.fieldmaps.io/cod/originals/slb.xlsx
sle,SLE,Sierra Leone,Sierra Leone,4,2017-08-16,2022-01-04,Government of Sierra Leone,OCHA West and Central Africa (ROWCA),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-sle,https://data.fieldmaps.io/cod/extended/sle.gpkg.zip,https://data.fieldmaps.io/cod/extended/sle.shp.zip,https://data.fieldmaps.io/cod/extended/sle.xlsx,https://data.fieldmaps.io/cod/originals/sle.gpkg.zip,https://data.fieldmaps.io/cod/originals/sle.shp.zip,https://data.fieldmaps.io/cod/originals/sle.xlsx
slv,SLV,El Salvador,El Salvador,2,2020-05-29,2021-02-08,www.gadm.org,OCHA Latin America and the Caribbean (ROLAC),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-slv,https://data.fieldmaps.io/cod/extended/slv.gpkg.zip,https://data.fieldmaps.io/cod/extended/slv.shp.zip,https://data.fieldmaps.io/cod/extended/slv.xlsx,https://data.fieldmaps.io/cod/originals/slv.gpkg.zip,https://data.fieldmaps.io/cod/originals/slv.shp.zip,https://data.fieldmaps.io/cod/originals/slv.xlsx
som,SOM,Somalia,Somalia,2,2014-06-06,2021-09-30,United National Development Programme (UNDP) 1998,OCHA Somalia,Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-som,https://data.fieldmaps.io/cod/extended/som.gpkg.zip,https://data.fieldmaps.io/cod/extended/som.shp.zip,https://data.fieldmaps.io/cod/extended/som.xlsx,https://data.fieldmaps.io/cod/originals/som.gpkg.zip,https://data.fieldmaps.io/cod/originals/som.shp.zip,https://data.fieldmaps.io/cod/originals/som.xlsx
ssd,SSD,South Sudan,South Sudan,2,2018-08-15,2022-01-21,"South Sudan Information Management Working Group (IMWG), National Bureau of Statistics (NBS), International Organization for Migration (IOM) and OCHA",OCHA South Sudan,Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-ssd,https://data.fieldmaps.io/cod/extended/ssd.gpkg.zip,https://data.fieldmaps.io/cod/extended/ssd.shp.zip,https://data.fieldmaps.io/cod/extended/ssd.xlsx,https://data.fieldmaps.io/cod/originals/ssd.gpkg.zip,https://data.fieldmaps.io/cod/originals/ssd.shp.zip,https://data.fieldmaps.io/cod/originals/ssd.xlsx
stp,STP,Sao Tome and Principe,Sao Tome and Principe,2,2020-08-17,2022-01-12,www.gadm.org,OCHA West and Central Africa (ROWCA),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-stp,https://data.fieldmaps.io/cod/extended/stp.gpkg.zip,https://data.fieldmaps.io/cod/extended/stp.shp.zip,https://data.fieldmaps.io/cod/extended/stp.xlsx,https://data.fieldmaps.io/cod/originals/stp.gpkg.zip,https://data.fieldmaps.io/cod/originals/stp.shp.zip,https://data.fieldmaps.io/cod/originals/stp.xlsx
sur,SUR,Suriname,Suriname,2,2019-10-24,2019-10-24,www.gadm.org,OCHA Field Information Services Section (FISS),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-sur,https://data.fieldmaps.io/cod/extended/sur.gpkg.zip,https://data.fieldmaps.io/cod/extended/sur.shp.zip,https://data.fieldmaps.io/cod/extended/sur.xlsx,https://data.fieldmaps.io/cod/originals/sur.gpkg.zip,https://data.fieldmaps.io/cod/originals/sur.shp.zip,https://data.fieldmaps.io/cod/originals/sur.xlsx
svk,SVK,Slovakia,Slovakia,2,2022-03-09,2022-03-22,Geoportal.SK,OCHA Field Information Services Section (FISS),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-svk,https://data.fieldmaps.io/cod/extended/svk.gpkg.zip,https://data.fieldmaps.io/cod/extended/svk.shp.zip,https://data.fieldmaps.io/cod/extended/svk.xlsx,https://data.fieldmaps.io/cod/originals/svk.gpkg.zip,https://data.fieldmaps.io/cod/originals/svk.shp.zip,https://data.fieldmaps.io/cod/originals/svk.xlsx
swz,SWZ,Eswatini,Eswatini,2,2020-05-13,2021-01-29,Central Statistics Office,OCHA Regional Office for Southern and Eastern Africa (ROSEA),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-swz,https://data.fieldmaps.io/cod/extended/swz.gpkg.zip,https://data.fieldmaps.io/cod/extended/swz.shp.zip,https://data.fieldmaps.io/cod/extended/swz.xlsx,https://data.fieldmaps.io/cod/originals/swz.gpkg.zip,https://data.fieldmaps.io/cod/originals/swz.shp.zip,https://data.fieldmaps.io/cod/originals/swz.xlsx
sxm,SXM,Sint Maarten (Neth.),Sint Maarten (Dutch part),1,2018-09-14,2021-09-29,"Sint Maarten Ministry of Public Housing, Spatial Planning, Environment and Infrastructure (VROMI)",OCHA Field Information Services Section (FISS),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-sxm,https://data.fieldmaps.io/cod/extended/sxm.gpkg.zip,https://data.fieldmaps.io/cod/extended/sxm.shp.zip,https://data.fieldmaps.io/cod/extended/sxm.xlsx,https://data.fieldmaps.io/cod/originals/sxm.gpkg.zip,https://data.fieldmaps.io/cod/originals/sxm.shp.zip,https://data.fieldmaps.io/cod/originals/sxm.xlsx
syc,SYC,Seychelles,Seychelles,3,2020-05-28,2020-05-28,Seychelles National Bureau of Statistics,OCHA Regional Office for Southern and Eastern Africa (ROSEA),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-syc,https://data.fieldmaps.io/cod/extended/syc.gpkg.zip,https://data.fieldmaps.io/cod/extended/syc.shp.zip,https://data.fieldmaps.io/cod/extended/syc.xlsx,https://data.fieldmaps.io/cod/originals/syc.gpkg.zip,https://data.fieldmaps.io/cod/originals/syc.shp.zip,https://data.fieldmaps.io/cod/originals/syc.xlsx
syr,SYR,Syrian Arab Republic,Syrian Arab Republic,3,2021-01-15,2021-06-13,United Nations Cartographic Section (UNCS) and United Nations Office for the Coordination of Humanitarian Affairs (UNOCHA),OCHA Syria,Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-syr,https://data.fieldmaps.io/cod/extended/syr.gpkg.zip,https://data.fieldmaps.io/cod/extended/syr.shp.zip,https://data.fieldmaps.io/cod/extended/syr.xlsx,https://data.fieldmaps.io/cod/originals/syr.gpkg.zip,https://data.fieldmaps.io/cod/originals/syr.shp.zip,https://data.fieldmaps.io/cod/originals/syr.xlsx
tca,TCA,Turks and Caicos Islands (UK),Turks and Caicos Islands,1,2017-09-09,2021-02-09,www.gadm.org,OCHA Field Information Services Section (FISS),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-tca,https://data.fieldmaps.io/cod/extended/tca.gpkg.zip,https://data.fieldmaps.io/cod/extended/tca.shp.zip,https://data.fieldmaps.io/cod/extended/tca.xlsx,https://data.fieldmaps.io/cod/originals/tca.gpkg.zip,https://data.fieldmaps.io/cod/originals/tca.shp.zip,https://data.fieldmaps.io/cod/originals/tca.xlsx
tcd,TCD,Chad,Chad,2,2016-07-01,2021-09-24,OCHA Chad,OCHA Chad,Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-tcd,https://data.fieldmaps.io/cod/extended/tcd.gpkg.zip,https://data.fieldmaps.io/cod/extended/tcd.shp.zip,https://data.fieldmaps.io/cod/extended/tcd.xlsx,https://data.fieldmaps.io/cod/originals/tcd.gpkg.zip,https://data.fieldmaps.io/cod/originals/tcd.shp.zip,https://data.fieldmaps.io/cod/originals/tcd.xlsx
tgo,TGO,Togo,Togo,3,2020-01-12,2022-01-04,Global Administrative Unit Layers (GAUL),OCHA West and Central Africa (ROWCA),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-tgo,https://data.fieldmaps.io/cod/extended/tgo.gpkg.zip,https://data.fieldmaps.io/cod/extended/tgo.shp.zip,https://data.fieldmaps.io/cod/extended/tgo.xlsx,https://data.fieldmaps.io/cod/originals/tgo.gpkg.zip,https://data.fieldmaps.io/cod/originals/tgo.shp.zip,https://data.fieldmaps.io/cod/originals/tgo.xlsx
tha,THA,Thailand,Thailand,3,2017-08-17,2022-01-27,Royal Thai Survey Department,OCHA Regional Office for Asia and the Pacific (ROAP),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-tha,https://data.fieldmaps.io/cod/extended/tha.gpkg.zip,https://data.fieldmaps.io/cod/extended/tha.shp.zip,https://data.fieldmaps.io/cod/extended/tha.xlsx,https://data.fieldmaps.io/cod/originals/tha.gpkg.zip,https://data.fieldmaps.io/cod/originals/tha.shp.zip,https://data.fieldmaps.io/cod/originals/tha.xlsx
tls,TLS,Timor-Leste,Timor-Leste,3,2006-12-10,2020-09-16,WHO,OCHA Regional Office for Asia and the Pacific (ROAP),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-tls,https://data.fieldmaps.io/cod/extended/tls.gpkg.zip,https://data.fieldmaps.io/cod/extended/tls.shp.zip,https://data.fieldmaps.io/cod/extended/tls.xlsx,https://data.fieldmaps.io/cod/originals/tls.gpkg.zip,https://data.fieldmaps.io/cod/originals/tls.shp.zip,https://data.fieldmaps.io/cod/originals/tls.xlsx
ton,TON,Tonga,Tonga,3,2018-02-05,2022-01-26,"Secretariat of the Pacific Community, Statistics for Development Division, and Department of Lands.",OCHA Office of the Pacific Islands,Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-ton,https://data.fieldmaps.io/cod/extended/ton.gpkg.zip,https://data.fieldmaps.io/cod/extended/ton.shp.zip,https://data.fieldmaps.io/cod/extended/ton.xlsx,https://data.fieldmaps.io/cod/originals/ton.gpkg.zip,https://data.fieldmaps.io/cod/originals/ton.shp.zip,https://data.fieldmaps.io/cod/originals/ton.xlsx
tto,TTO,Trinidad and Tobago,Trinidad and Tobago,1,2017-09-08,2021-09-29,www.gadm.org,OCHA Field Information Services Section (FISS),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-tto,https://data.fieldmaps.io/cod/extended/tto.gpkg.zip,https://data.fieldmaps.io/cod/extended/tto.shp.zip,https://data.fieldmaps.io/cod/extended/tto.xlsx,https://data.fieldmaps.io/cod/originals/tto.gpkg.zip,https://data.fieldmaps.io/cod/originals/tto.shp.zip,https://data.fieldmaps.io/cod/originals/tto.xlsx
tur,TUR,Turkey,Turkey,2,2022-01-01,2022-03-15,General Command of Mapping,Regional IM Working Group - Europe,Other,https://data.humdata.org/dataset/cod-ab-tur,https://data.fieldmaps.io/cod/extended/tur.gpkg.zip,https://data.fieldmaps.io/cod/extended/tur.shp.zip,https://data.fieldmaps.io/cod/extended/tur.xlsx,https://data.fieldmaps.io/cod/originals/tur.gpkg.zip,https://data.fieldmaps.io/cod/originals/tur.shp.zip,https://data.fieldmaps.io/cod/originals/tur.xlsx
tza,TZA,United Republic of Tanzania,United Republic of Tanzania,3,2018-10-19,2018-10-22,Tanzania National Bureau of Statistics / UN OCHA ROSA,OCHA ROSA (Closed),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-tza,https://data.fieldmaps.io/cod/extended/tza.gpkg.zip,https://data.fieldmaps.io/cod/extended/tza.shp.zip,https://data.fieldmaps.io/cod/extended/tza.xlsx,https://data.fieldmaps.io/cod/originals/tza.gpkg.zip,https://data.fieldmaps.io/cod/originals/tza.shp.zip,https://data.fieldmaps.io/cod/originals/tza.xlsx
uga,UGA,Uganda,Uganda,4,2020-06-11,2020-08-28,Uganda Bureau of Statistics with support from WHO,OCHA Regional Office for Southern and Eastern Africa (ROSEA),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-uga,https://data.fieldmaps.io/cod/extended/uga.gpkg.zip,https://data.fieldmaps.io/cod/extended/uga.shp.zip,https://data.fieldmaps.io/cod/extended/uga.xlsx,https://data.fieldmaps.io/cod/originals/uga.gpkg.zip,https://data.fieldmaps.io/cod/originals/uga.shp.zip,https://data.fieldmaps.io/cod/originals/uga.xlsx
ukr,UKR,Ukraine,Ukraine,3,2022-01-18,2022-01-31,State Scientific Production Enterprise “Kartographia”,OCHA Field Information Services Section (FISS),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-ukr,https://data.fieldmaps.io/cod/extended/ukr.gpkg.zip,https://data.fieldmaps.io/cod/extended/ukr.shp.zip,https://data.fieldmaps.io/cod/extended/ukr.xlsx,https://data.fieldmaps.io/cod/originals/ukr.gpkg.zip,https://data.fieldmaps.io/cod/originals/ukr.shp.zip,https://data.fieldmaps.io/cod/originals/ukr.xlsx
ury,URY,Uruguay,Uruguay,2,2017-10-11,2020-07-27,www.gadm.org,OCHA Field Information Services Section (FISS),Creative Commons Attribution for Intergovernmental Organisations,https://data.humdata.org/dataset/cod-ab-ury,https://data.fieldmaps.io/cod/extended/ury.gpkg.zip,https://data.fieldmaps.io/cod/extended/ury.shp.zip,https://data.fieldmaps.io/cod/extended/ury.xlsx,https://data.fieldmaps.io/cod/originals/ury.gpkg.zip,https://data.fieldmaps.io/cod/originals/ury.shp.zip,https://data.fieldmaps.io/cod/originals/ury.xlsx
