#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+code+v_numerodinatio,#adm1+code+v_numerodinatio,#adm2+code+v_numerodinatio,#adm3+code+v_numerodinatio,#adm3+name+i_eng+is_latn,#adm3+name+i_fra+is_latn,#adm3+name+i_kin+is_latn,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_eng+is_latn,#adm3+name+alt2+i_eng+is_latn,#adm3+name+alt1+i_fra+is_latn,#adm3+name+alt2+i_fra+is_latn,#adm3+name+alt1+i_kin+is_latn,#adm3+name+alt2+i_kin+is_latn,#adm2+name+i_eng+is_latn,#adm2+name+i_fra+is_latn,#adm2+name+i_kin+is_latn,#adm2+code+v_pcode,#adm1+name+i_eng+is_latn,#adm1+name+i_fra+is_latn,#adm1+name+i_kin+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+name+i_fra+is_latn,#country+name+i_kin+is_latn,#item+rem+i_qcc+is_zxxx+ix_wdatap297,#item+rem+i_qcc+is_zxxx+ix_wdatap577,#item+rem+i_qcc+is_zxxx+ix_wdatap813,#item+rem+i_qcc+is_zxxx+ix_wdatap2669
1603:45:16:646:3:3209,3209,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:32,1603:45:16:646:3:3209,Mushonyi,,,RW3209,,,,,,,,Rutsiro,,,RW32,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3210,3210,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:32,1603:45:16:646:3:3210,Mushubati,,,RW3210,,,,,,,,Rutsiro,,,RW32,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3211,3211,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:32,1603:45:16:646:3:3211,Nyabirasi,,,RW3211,,,,,,,,Rutsiro,,,RW32,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3212,3212,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:32,1603:45:16:646:3:3212,Ruhango,,,RW3212,,,,,,,,Rutsiro,,,RW32,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3213,3213,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:32,1603:45:16:646:3:3213,Rusebeya,,,RW3213,,,,,,,,Rutsiro,,,RW32,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3301,3301,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:33,1603:45:16:646:3:3301,Bugeshi,,,RW3301,,,,,,,,Rubavu,,,RW33,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3302,3302,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:33,1603:45:16:646:3:3302,Busasamana,,,RW3302,,,,,,,,Rubavu,,,RW33,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3303,3303,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:33,1603:45:16:646:3:3303,Cyanzarwe,,,RW3303,,,,,,,,Rubavu,,,RW33,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3304,3304,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:33,1603:45:16:646:3:3304,Gisenyi,,,RW3304,,,,,,,,Rubavu,,,RW33,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3305,3305,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:33,1603:45:16:646:3:3305,Kanama,,,RW3305,,,,,,,,Rubavu,,,RW33,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3306,3306,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:33,1603:45:16:646:3:3306,Kanzenze,,,RW3306,,,,,,,,Rubavu,,,RW33,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3307,3307,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:33,1603:45:16:646:3:3307,Mudende,,,RW3307,,,,,,,,Rubavu,,,RW33,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3308,3308,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:33,1603:45:16:646:3:3308,Nyakiriba,,,RW3308,,Nyakiliba,,,,,,Rubavu,,,RW33,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3309,3309,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:33,1603:45:16:646:3:3309,Nyamyumba,,,RW3309,,,,,,,,Rubavu,,,RW33,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3310,3310,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:33,1603:45:16:646:3:3310,Nyundo,,,RW3310,,,,,,,,Rubavu,,,RW33,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3311,3311,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:33,1603:45:16:646:3:3311,Rubavu,,,RW3311,,,,,,,,Rubavu,,,RW33,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3312,3312,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:33,1603:45:16:646:3:3312,Rugerero,,,RW3312,,,,,,,,Rubavu,,,RW33,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3401,3401,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:34,1603:45:16:646:3:3401,Bigogwe,,,RW3401,,,,,,,,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3402,3402,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:34,1603:45:16:646:3:3402,Jenda,,,RW3402,,,,,,,,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3403,3403,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:34,1603:45:16:646:3:3403,Jomba,,,RW3403,,,,,,,,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3404,3404,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:34,1603:45:16:646:3:3404,Kabatwa,,,RW3404,,,,,,,,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3405,3405,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:34,1603:45:16:646:3:3405,Karago,,,RW3405,,,,,,,,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3406,3406,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:34,1603:45:16:646:3:3406,Kintobo,,,RW3406,,,,,,,,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3407,3407,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:34,1603:45:16:646:3:3407,Mukamira,,,RW3407,,,,,,,,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3408,3408,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:34,1603:45:16:646:3:3408,Muringa,,,RW3408,,,,,,,,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3409,3409,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:34,1603:45:16:646:3:3409,Rambura,,,RW3409,,,,,,,,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3410,3410,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:34,1603:45:16:646:3:3410,Rugera,,,RW3410,,,,,,,,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3411,3411,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:34,1603:45:16:646:3:3411,Rurembo,,,RW3411,,,,,,,,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3412,3412,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:34,1603:45:16:646:3:3412,Shyira,,,RW3412,,,,,,,,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3501,3501,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:35,1603:45:16:646:3:3501,Bwira,,,RW3501,,,,,,,,Ngororero,,,RW35,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3502,3502,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:35,1603:45:16:646:3:3502,Gatumba,,,RW3502,,,,,,,,Ngororero,,,RW35,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3503,3503,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:35,1603:45:16:646:3:3503,Hindiro,,,RW3503,,,,,,,,Ngororero,,,RW35,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3504,3504,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:35,1603:45:16:646:3:3504,Kabaya,,,RW3504,,,,,,,,Ngororero,,,RW35,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3505,3505,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:35,1603:45:16:646:3:3505,Kageyo,,,RW3505,,,,,,,,Ngororero,,,RW35,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3506,3506,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:35,1603:45:16:646:3:3506,Kavumu,,,RW3506,,,,,,,,Ngororero,,,RW35,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3507,3507,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:35,1603:45:16:646:3:3507,Matyazo,,,RW3507,,,,,,,,Ngororero,,,RW35,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3508,3508,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:35,1603:45:16:646:3:3508,Muhanda,,,RW3508,,,,,,,,Ngororero,,,RW35,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3509,3509,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:35,1603:45:16:646:3:3509,Muhororo,,,RW3509,,,,,,,,Ngororero,,,RW35,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3510,3510,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:35,1603:45:16:646:3:3510,Ndaro,,,RW3510,,,,,,,,Ngororero,,,RW35,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3511,3511,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:35,1603:45:16:646:3:3511,Ngororero,,,RW3511,,,,,,,,Ngororero,,,RW35,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3512,3512,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:35,1603:45:16:646:3:3512,Nyange,,,RW3512,,,,,,,,Ngororero,,,RW35,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3513,3513,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:35,1603:45:16:646:3:3513,Sovu,,,RW3513,,,,,,,,Ngororero,,,RW35,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3601,3601,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:36,1603:45:16:646:3:3601,Bugarama,,,RW3601,,,,,,,,Rusizi,,,RW36,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3602,3602,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:36,1603:45:16:646:3:3602,Butare,,,RW3602,,,,,,,,Rusizi,,,RW36,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3603,3603,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:36,1603:45:16:646:3:3603,Bweyeye,,,RW3603,,,,,,,,Rusizi,,,RW36,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3604,3604,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:36,1603:45:16:646:3:3604,Gashonga,,,RW3604,,,,,,,,Rusizi,,,RW36,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3605,3605,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:36,1603:45:16:646:3:3605,Giheke,,,RW3605,,,,,,,,Rusizi,,,RW36,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3606,3606,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:36,1603:45:16:646:3:3606,Gihundwe,,,RW3606,,,,,,,,Rusizi,,,RW36,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3607,3607,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:36,1603:45:16:646:3:3607,Gikundamvura,,,RW3607,,,,,,,,Rusizi,,,RW36,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3608,3608,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:36,1603:45:16:646:3:3608,Gitambi,,,RW3608,,,,,,,,Rusizi,,,RW36,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3609,3609,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:36,1603:45:16:646:3:3609,Kamembe,,,RW3609,,,,,,,,Rusizi,,,RW36,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3610,3610,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:36,1603:45:16:646:3:3610,Muganza,,,RW3610,,,,,,,,Rusizi,,,RW36,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3611,3611,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:36,1603:45:16:646:3:3611,Mururu,,,RW3611,,,,,,,,Rusizi,,,RW36,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3612,3612,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:36,1603:45:16:646:3:3612,Nkanka,,,RW3612,,,,,,,,Rusizi,,,RW36,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3613,3613,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:36,1603:45:16:646:3:3613,Nkombo,,,RW3613,,,,,,,,Rusizi,,,RW36,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3614,3614,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:36,1603:45:16:646:3:3614,Nkungu,,,RW3614,,,,,,,,Rusizi,,,RW36,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3615,3615,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:36,1603:45:16:646:3:3615,Nyakabuye,,,RW3615,,,,,,,,Rusizi,,,RW36,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3616,3616,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:36,1603:45:16:646:3:3616,Nyakarenzo,,,RW3616,,,,,,,,Rusizi,,,RW36,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3617,3617,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:36,1603:45:16:646:3:3617,Nzahaha,,,RW3617,,,,,,,,Rusizi,,,RW36,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3618,3618,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:36,1603:45:16:646:3:3618,Rwimbogo,,,RW3618,,,,,,,,Rusizi,,,RW36,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3701,3701,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:37,1603:45:16:646:3:3701,Bushekeri,,,RW3701,,,,,,,,Nyamasheke,,,RW37,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3702,3702,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:37,1603:45:16:646:3:3702,Bushenge,,,RW3702,,,,,,,,Nyamasheke,,,RW37,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3703,3703,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:37,1603:45:16:646:3:3703,Cyato,,,RW3703,,,,,,,,Nyamasheke,,,RW37,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3704,3704,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:37,1603:45:16:646:3:3704,Gihombo,,,RW3704,,,,,,,,Nyamasheke,,,RW37,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3705,3705,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:37,1603:45:16:646:3:3705,Kagano,,,RW3705,,,,,,,,Nyamasheke,,,RW37,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3706,3706,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:37,1603:45:16:646:3:3706,Kanjongo,,,RW3706,,,,,,,,Nyamasheke,,,RW37,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3707,3707,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:37,1603:45:16:646:3:3707,Karambi,,,RW3707,,,,,,,,Nyamasheke,,,RW37,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3708,3708,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:37,1603:45:16:646:3:3708,Karengera,,,RW3708,,,,,,,,Nyamasheke,,,RW37,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3709,3709,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:37,1603:45:16:646:3:3709,Kirimbi,,,RW3709,,,,,,,,Nyamasheke,,,RW37,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3710,3710,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:37,1603:45:16:646:3:3710,Macuba,,,RW3710,,,,,,,,Nyamasheke,,,RW37,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3711,3711,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:37,1603:45:16:646:3:3711,Mahembe,,,RW3711,,,,,,,,Nyamasheke,,,RW37,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3712,3712,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:37,1603:45:16:646:3:3712,Nyabitekeri,,,RW3712,,,,,,,,Nyamasheke,,,RW37,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3713,3713,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:37,1603:45:16:646:3:3713,Rangiro,,,RW3713,,,,,,,,Nyamasheke,,,RW37,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3714,3714,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:37,1603:45:16:646:3:3714,Ruharambuga,,,RW3714,,,,,,,,Nyamasheke,,,RW37,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3715,3715,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:37,1603:45:16:646:3:3715,Shangi,,,RW3715,,,,,,,,Nyamasheke,,,RW37,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:4101,4101,1603:45:16:646:0,1603:45:16:646:1:4,1603:45:16:646:2:41,1603:45:16:646:3:4101,Base,,,RW4101,,,,,,,,Rulindo,,,RW41,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:4102,4102,1603:45:16:646:0,1603:45:16:646:1:4,1603:45:16:646:2:41,1603:45:16:646:3:4102,Burega,,,RW4102,,,,,,,,Rulindo,,,RW41,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:4103,4103,1603:45:16:646:0,1603:45:16:646:1:4,1603:45:16:646:2:41,1603:45:16:646:3:4103,Bushoki,,,RW4103,,,,,,,,Rulindo,,,RW41,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:4104,4104,1603:45:16:646:0,1603:45:16:646:1:4,1603:45:16:646:2:41,1603:45:16:646:3:4104,Buyoga,,,RW4104,,,,,,,,Rulindo,,,RW41,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:4105,4105,1603:45:16:646:0,1603:45:16:646:1:4,1603:45:16:646:2:41,1603:45:16:646:3:4105,Cyinzuzi,,,RW4105,,,,,,,,Rulindo,,,RW41,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
