#adm2+name+i_eng+is_latn,#adm2+name+i_ara+is_arab,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_eng+is_latn,#adm2+name+alt2+i_eng+is_latn,#adm2+name+alt1+i_ara+is_arab,#adm2+name+alt2+i_ara+is_arab,#adm1+name+i_eng+is_latn,#adm1+name+i_ara+is_arab,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+name+i_ara+is_arab,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Maamora,,DZ012033,,,,,,Bouira,البويرة,DZ012,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
M'Chedallah,,DZ012034,,,,,,Bouira,البويرة,DZ012,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Mezdour,,DZ012035,,,,,,Bouira,البويرة,DZ012,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Oued El Berdi,,DZ012036,,,,,,Bouira,البويرة,DZ012,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ouled Rached,,DZ012037,,,,,,Bouira,البويرة,DZ012,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Raouraoua,,DZ012038,,,,,,Bouira,البويرة,DZ012,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ridane,,DZ012039,,,,,,Bouira,البويرة,DZ012,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Saharidj,,DZ012040,,,,,,Bouira,البويرة,DZ012,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Souk El Khemis,,DZ012041,,,,,,Bouira,البويرة,DZ012,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sour El Ghozlane,,DZ012042,,,,,,Bouira,البويرة,DZ012,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Taghzout,,DZ012043,,,,,,Bouira,البويرة,DZ012,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Taguedit,,DZ012044,,,,,,Bouira,البويرة,DZ012,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Zbarbar,,DZ012045,,,,,,Bouira,البويرة,DZ012,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Afir,,DZ013001,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ammal,,DZ013002,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Baghlia,,DZ013003,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ben Choud,,DZ013004,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Beni Amrane,,DZ013005,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bordj Menaiel,,DZ013006,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Boudouaou,,DZ013007,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Boudouaou El Bahri,,DZ013008,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Boumerdes,,DZ013009,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bouzegza Keddara,,DZ013010,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Chabet El Ameur,,DZ013011,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Corso,,DZ013012,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Dellys,,DZ013013,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Djinet,,DZ013014,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Kharrouba,,DZ013015,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Hammedi,,DZ013016,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Isser,,DZ013017,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Khemis El Khechna,,DZ013018,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Laghata,,DZ013019,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Larbatache,,DZ013020,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Naciria,,DZ013021,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ouled Aissa,,DZ013022,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ouled Hadjadj,,DZ013023,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ouled Moussa,,DZ013024,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Si Mustapha,,DZ013025,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Daoud,,DZ013026,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Souk El Had,,DZ013027,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Taourga,,DZ013028,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Thenia,,DZ013029,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tidjelabine,,DZ013030,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Timezrit,,DZ013031,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Zemmouri,,DZ013032,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Abou El Hassen,,DZ014001,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Merane,,DZ014002,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Benairia,,DZ014003,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Beni Bouattab,,DZ014004,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Beni Haoua,,DZ014005,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Beni Rached,,DZ014006,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Boukadir,,DZ014007,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bouzeghaia,,DZ014008,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Breira,,DZ014009,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Chettia,,DZ014010,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Chlef,,DZ014011,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Dahra,,DZ014012,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Hadjadj,,DZ014013,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Karimia,,DZ014014,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Marsa,,DZ014015,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Harchoun,,DZ014016,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Herenfa,,DZ014017,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Labiodh Medjadja,,DZ014018,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Moussadek,,DZ014019,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Oued Fodda,,DZ014020,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Oued Ghoussine,,DZ014021,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Oued Sly,,DZ014022,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ouled Abbes,,DZ014023,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ouled Ben Abdelkader,,DZ014024,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ouled Fares,,DZ014025,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Oum Drou,,DZ014026,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sendjas,,DZ014027,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Abderrahmane,,DZ014028,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Akkacha,,DZ014029,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sobha,,DZ014030,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tadjena,,DZ014031,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Talassa,,DZ014032,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Taougrite,,DZ014033,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tenes,,DZ014034,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Zeboudja,,DZ014035,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Abid,,DZ015001,,,,,,Constantine,قسنطينة,DZ015,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Smara,,DZ015002,,,,,,Constantine,قسنطينة,DZ015,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ben Badis,,DZ015003,,,,,,Constantine,قسنطينة,DZ015,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Beni Hamidene,,DZ015004,,,,,,Constantine,قسنطينة,DZ015,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Constantine,,DZ015005,,,,,,Constantine,قسنطينة,DZ015,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Didouche Mourad,,DZ015006,,,,,,Constantine,قسنطينة,DZ015,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Khroub,,DZ015007,,,,,,Constantine,قسنطينة,DZ015,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Hamma Bouziane,,DZ015008,,,,,,Constantine,قسنطينة,DZ015,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ibn Ziad,,DZ015009,,,,,,Constantine,قسنطينة,DZ015,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Mesaoud Boudjeriou,,DZ015010,,,,,,Constantine,قسنطينة,DZ015,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ouled Rahmoun,,DZ015011,,,,,,Constantine,قسنطينة,DZ015,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Zighoud Youcef,,DZ015012,,,,,,Constantine,قسنطينة,DZ015,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Chouhada,,DZ016001,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain El Ibel,,DZ016002,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Fekka,,DZ016003,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Maabed,,DZ016004,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Ouessara,,DZ016005,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Amoura,,DZ016006,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Benhar,,DZ016007,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Beni Yagoub,,DZ016008,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Birine,,DZ016009,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bouira Lahdab,,DZ016010,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Charef,,DZ016011,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Dar Chioukh,,DZ016012,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Deldoul,,DZ016013,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Djelfa,,DZ016014,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Douis,,DZ016015,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Gueddid,,DZ016016,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Idrissia,,DZ016017,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Khemis,,DZ016018,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Feidh El Botma,,DZ016019,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Guernini,,DZ016020,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Guettara,,DZ016021,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Had Sahary,,DZ016022,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Hassi Bahbah,,DZ016023,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Hassi El Euch,,DZ016024,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Hassi Fdoul,,DZ016025,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Messaad,,DZ016026,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Mliliha,,DZ016027,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Mouadjebar,,DZ016028,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Oum Laadham,,DZ016029,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sed Rahal,,DZ016030,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Selmana,,DZ016031,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Baizid,,DZ016032,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Laadjel,,DZ016033,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tadmit,,DZ016034,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Zaafrane,,DZ016035,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Zakkar,,DZ016036,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain El Orak,,DZ017001,,,,,,El Bayadh,البيض,DZ017,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Arbaouat,,DZ017002,,,,,,El Bayadh,البيض,DZ017,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bougtoub,,DZ017003,,,,,,El Bayadh,البيض,DZ017,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Boussemghoun,,DZ017004,,,,,,El Bayadh,البيض,DZ017,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Brezina,,DZ017005,,,,,,El Bayadh,البيض,DZ017,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Cheguig,,DZ017006,,,,,,El Bayadh,البيض,DZ017,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Chellala,,DZ017007,,,,,,El Bayadh,البيض,DZ017,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Abiodh Sidi Cheikh,,DZ017008,,,,,,El Bayadh,البيض,DZ017,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Bayadh,,DZ017009,,,,,,El Bayadh,البيض,DZ017,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Bnoud,,DZ017010,,,,,,El Bayadh,البيض,DZ017,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Kheither,,DZ017011,,,,,,El Bayadh,البيض,DZ017,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Mehara,,DZ017012,,,,,,El Bayadh,البيض,DZ017,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ghassoul,,DZ017013,,,,,,El Bayadh,البيض,DZ017,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Hadj Mechri Boualem,,DZ017014,,,,,,El Bayadh,البيض,DZ017,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Kef El Ahmar,,DZ017015,,,,,,El Bayadh,البيض,DZ017,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Krakda,,DZ017016,,,,,,El Bayadh,البيض,DZ017,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Rogassa,,DZ017017,,,,,,El Bayadh,البيض,DZ017,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Ameur,,DZ017018,,,,,,El Bayadh,البيض,DZ017,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Slimane,,DZ017019,,,,,,El Bayadh,البيض,DZ017,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Tifour,,DZ017020,,,,,,El Bayadh,البيض,DZ017,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Stitten,,DZ017021,,,,,,El Bayadh,البيض,DZ017,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tousmouline,,DZ017022,,,,,,El Bayadh,البيض,DZ017,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bayadha,,DZ018001,,,,,,El Oued,الوادي,DZ018,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Beni Guecha,,DZ018002,,,,,,El Oued,الوادي,DZ018,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Djamaa,,DZ018003,,,,,,El Oued,الوادي,DZ018,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Djebila,,DZ018004,,,,,,El Oued,الوادي,DZ018,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Douar El Ma,,DZ018005,,,,,,El Oued,الوادي,DZ018,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El M'Ghair,,DZ018006,,,,,,El Oued,الوادي,DZ018,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Ogla,,DZ018007,,,,,,El Oued,الوادي,DZ018,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Oued,,DZ018008,,,,,,El Oued,الوادي,DZ018,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Guemar,,DZ018009,,,,,,El Oued,الوادي,DZ018,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Hamraia,,DZ018010,,,,,,El Oued,الوادي,DZ018,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Hassani Abdelkrim,,DZ018011,,,,,,El Oued,الوادي,DZ018,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Hassi Khelifa,,DZ018012,,,,,,El Oued,الوادي,DZ018,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Kouinine,,DZ018013,,,,,,El Oued,الوادي,DZ018,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Magrane,,DZ018014,,,,,,El Oued,الوادي,DZ018,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Mih Ouensa,,DZ018015,,,,,,El Oued,الوادي,DZ018,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
M'Rara,,DZ018016,,,,,,El Oued,الوادي,DZ018,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Nakhla,,DZ018017,,,,,,El Oued,الوادي,DZ018,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Oued El Alenda,,DZ018018,,,,,,El Oued,الوادي,DZ018,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Oum Tiour,,DZ018019,,,,,,El Oued,الوادي,DZ018,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ourmes,,DZ018020,,,,,,El Oued,الوادي,DZ018,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Reguiba,,DZ018021,,,,,,El Oued,الوادي,DZ018,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Robbah,,DZ018022,,,,,,El Oued,الوادي,DZ018,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Amrane,,DZ018023,,,,,,El Oued,الوادي,DZ018,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Aoun,,DZ018024,,,,,,El Oued,الوادي,DZ018,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Khellil,,DZ018025,,,,,,El Oued,الوادي,DZ018,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Still,,DZ018026,,,,,,El Oued,الوادي,DZ018,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Taghzout,,DZ018027,,,,,,El Oued,الوادي,DZ018,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Taleb Larbi,,DZ018028,,,,,,El Oued,الوادي,DZ018,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tendla,,DZ018029,,,,,,El Oued,الوادي,DZ018,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Trifaou,,DZ018030,,,,,,El Oued,الوادي,DZ018,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain El Assel,,DZ019001,,,,,,El-Tarf,الطارف,DZ019,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Kerma,,DZ019002,,,,,,El-Tarf,الطارف,DZ019,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Asfour,,DZ019003,,,,,,El-Tarf,الطارف,DZ019,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ben M'Hidi,,DZ019004,,,,,,El-Tarf,الطارف,DZ019,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Berrihane,,DZ019005,,,,,,El-Tarf,الطارف,DZ019,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Besbes,,DZ019006,,,,,,El-Tarf,الطارف,DZ019,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bougous,,DZ019007,,,,,,El-Tarf,الطارف,DZ019,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bouhadjar,,DZ019008,,,,,,El-Tarf,الطارف,DZ019,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bouteldja,,DZ019009,,,,,,El-Tarf,الطارف,DZ019,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Chbaita Mokhtar,,DZ019010,,,,,,El-Tarf,الطارف,DZ019,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Chefia,,DZ019011,,,,,,El-Tarf,الطارف,DZ019,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Chihani,,DZ019012,,,,,,El-Tarf,الطارف,DZ019,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Drean,,DZ019013,,,,,,El-Tarf,الطارف,DZ019,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Echatt,,DZ019014,,,,,,El-Tarf,الطارف,DZ019,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Aioun,,DZ019015,,,,,,El-Tarf,الطارف,DZ019,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Kala,,DZ019016,,,,,,El-Tarf,الطارف,DZ019,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El-Tarf,,DZ019017,,,,,,El-Tarf,الطارف,DZ019,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Hammam Beni Salah,,DZ019018,,,,,,El-Tarf,الطارف,DZ019,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Lac Des Oiseaux,,DZ019019,,,,,,El-Tarf,الطارف,DZ019,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Oued Zitoun,,DZ019020,,,,,,El-Tarf,الطارف,DZ019,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Raml Souk,,DZ019021,,,,,,El-Tarf,الطارف,DZ019,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Souarekh,,DZ019022,,,,,,El-Tarf,الطارف,DZ019,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Zerizer,,DZ019023,,,,,,El-Tarf,الطارف,DZ019,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Zitouna,,DZ019024,,,,,,El-Tarf,الطارف,DZ019,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Berriane,,DZ020001,,,,,,Ghardaia,غرداية,DZ020,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bounoura,,DZ020002,,,,,,Ghardaia,غرداية,DZ020,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Dhayet Bendahoua,,DZ020003,,,,,,Ghardaia,غرداية,DZ020,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Atteuf,,DZ020004,,,,,,Ghardaia,غرداية,DZ020,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Guerrara,,DZ020005,,,,,,Ghardaia,غرداية,DZ020,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Mansoura,,DZ020006,,,,,,Ghardaia,غرداية,DZ020,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ghardaia,,DZ020007,,,,,,Ghardaia,غرداية,DZ020,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Golea,,DZ020008,,,,,,Ghardaia,غرداية,DZ020,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Hassi El Garaa,,DZ020009,,,,,,Ghardaia,غرداية,DZ020,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
