#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_eng+is_latn,#adm2+name+alt2+i_eng+is_latn,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Choppin,LC13030110200,,,,Castries,LC13,Saint Lucia,LC,2019-05-01,2019-05-08,
Labayee,LC13030110400,,,,Castries,LC13,Saint Lucia,LC,2019-05-01,2019-05-08,
Marc,LC13030110500,,,,Castries,LC13,Saint Lucia,LC,2019-05-01,2019-05-08,
Crownlands/Marc,LC13030110501,,,,Castries,LC13,Saint Lucia,LC,2019-05-01,2019-05-08,
Floissac/Marc,LC13030110502,,,,Castries,LC13,Saint Lucia,LC,2019-05-01,2019-05-08,
Morne Rouge/Marc,LC13030110504,,,,Castries,LC13,Saint Lucia,LC,2019-05-01,2019-05-08,
Trou Cochon/Marc,LC13030110505,,,,Castries,LC13,Saint Lucia,LC,2019-05-01,2019-05-08,
Trou Florent/Marc,LC13030110506,,,,Castries,LC13,Saint Lucia,LC,2019-05-01,2019-05-08,
Miami/Bexon,LC13030110600,,,,Castries,LC13,Saint Lucia,LC,2019-05-01,2019-05-08,
Odsan,LC13030110700,,,,Castries,LC13,Saint Lucia,LC,2019-05-01,2019-05-08,
Ravine Poisson,LC13030110800,,,,Castries,LC13,Saint Lucia,LC,2019-05-01,2019-05-08,
Sarot,LC13030110900,,,,Castries,LC13,Saint Lucia,LC,2019-05-01,2019-05-08,
Sand De Feu,LC13030110901,,,,Castries,LC13,Saint Lucia,LC,2019-05-01,2019-05-08,
Cul De Sac,LC13030300000,,,,Castries,LC13,Saint Lucia,LC,2019-05-01,2019-05-08,
Ferrand,LC13030300100,,,,Castries,LC13,Saint Lucia,LC,2019-05-01,2019-05-08,
Soucis,LC13030300300,,,,Castries,LC13,Saint Lucia,LC,2019-05-01,2019-05-08,
Deglos,LC13030320000,,,,Castries,LC13,Saint Lucia,LC,2019-05-01,2019-05-08,
Derierre Fort/Old Victoria Road,LC13030330000,,,,Castries,LC13,Saint Lucia,LC,2019-05-01,2019-05-08,
Dubrassay,LC13030340000,,,,Castries,LC13,Saint Lucia,LC,2019-05-01,2019-05-08,
Fond Canie,LC13030390000,,,,Castries,LC13,Saint Lucia,LC,2019-05-01,2019-05-08,
Forestiere,LC13030410000,,,,Castries,LC13,Saint Lucia,LC,2019-05-01,2019-05-08,
Piton Flore,LC13030410200,,,,Castries,LC13,Saint Lucia,LC,2019-05-01,2019-05-08,
Goodlands,LC13030430000,,,,Castries,LC13,Saint Lucia,LC,2019-05-01,2019-05-08,
Guesneau,LC13030460000,,,,Castries,LC13,Saint Lucia,LC,2019-05-01,2019-05-08,
La Carierre,LC13030490000,,,,Castries,LC13,Saint Lucia,LC,2019-05-01,2019-05-08,
La Croix Maingot,LC13030530000,,,,Castries,LC13,Saint Lucia,LC,2019-05-01,2019-05-08,
Barre Duchaussee,LC13030530100,,,,Castries,LC13,Saint Lucia,LC,2019-05-01,2019-05-08,
Barre St Joseph,LC13030530200,,,,Castries,LC13,Saint Lucia,LC,2019-05-01,2019-05-08,
Perou,LC13030530300,,,,Castries,LC13,Saint Lucia,LC,2019-05-01,2019-05-08,
Marigot,LC13030610000,,,,Castries,LC13,Saint Lucia,LC,2019-05-01,2019-05-08,
Quatre Chemins,LC13030730000,,,,Castries,LC13,Saint Lucia,LC,2019-05-01,2019-05-08,
Resinard,LC13030740000,,,,Castries,LC13,Saint Lucia,LC,2019-05-01,2019-05-08,
Belair,LC13030770100,,,,Castries,LC13,Saint Lucia,LC,2019-05-01,2019-05-08,
Ti Colon,LC13030830000,,,,Castries,LC13,Saint Lucia,LC,2019-05-01,2019-05-08,
Ti Rocher,LC13030840000,,,,Castries,LC13,Saint Lucia,LC,2019-05-01,2019-05-08,
Tourat/Soucis,LC13030850000,,,,Castries,LC13,Saint Lucia,LC,2019-05-01,2019-05-08,
Trois Piton,LC13030870000,,,,Castries,LC13,Saint Lucia,LC,2019-05-01,2019-05-08,
