#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5003+ix_alt0,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm3+code+v_pcode,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm3+name,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5002,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm2+code+v_pcode,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5001,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm1+code+v_pcode,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5000,#meta+rem+i_qcc+is_zxxx+ix_ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:324:3:600201,600201,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6002,1603:45:16:324:3:600201,Dalein,GN00600201,Dalein,,,Labe,GN006002,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600202,600202,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6002,1603:45:16:324:3:600202,Daralabe,GN00600202,Daralabe,,,Labe,GN006002,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600203,600203,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6002,1603:45:16:324:3:600203,Diari,GN00600203,Diari,,,Labe,GN006002,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600204,600204,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6002,1603:45:16:324:3:600204,Dionfo,GN00600204,Dionfo,,,Labe,GN006002,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600205,600205,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6002,1603:45:16:324:3:600205,Garambe,GN00600205,Garambe,,,Labe,GN006002,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600206,600206,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6002,1603:45:16:324:3:600206,Hafia,GN00600206,Hafia,,,Labe,GN006002,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600207,600207,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6002,1603:45:16:324:3:600207,Kaalan,GN00600207,Kaalan,,,Labe,GN006002,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600208,600208,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6002,1603:45:16:324:3:600208,Kouramangui,GN00600208,Kouramangui,,,Labe,GN006002,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600209,600209,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6002,1603:45:16:324:3:600209,Labe Ctre,GN00600209,Labe Ctre,,,Labe,GN006002,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600210,600210,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6002,1603:45:16:324:3:600210,Noussy,GN00600210,Noussy,,,Labe,GN006002,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600211,600211,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6002,1603:45:16:324:3:600211,Popodara,GN00600211,Popodara,,,Labe,GN006002,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600212,600212,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6002,1603:45:16:324:3:600212,Sannou,GN00600212,Sannou,,,Labe,GN006002,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600213,600213,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6002,1603:45:16:324:3:600213,Tountourou,GN00600213,Tountourou,,,Labe,GN006002,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600301,600301,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6003,1603:45:16:324:3:600301,Balaya,GN00600301,Balaya,,,Lelouma,GN006003,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600302,600302,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6003,1603:45:16:324:3:600302,Diontou,GN00600302,Diontou,,,Lelouma,GN006003,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600303,600303,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6003,1603:45:16:324:3:600303,Herico,GN00600303,Herico,,,Lelouma,GN006003,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600304,600304,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6003,1603:45:16:324:3:600304,Korbe,GN00600304,Korbe,,,Lelouma,GN006003,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600305,600305,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6003,1603:45:16:324:3:600305,Lafou,GN00600305,Lafou,,,Lelouma,GN006003,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600306,600306,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6003,1603:45:16:324:3:600306,Lelouma Ctre,GN00600306,Lelouma Ctre,,,Lelouma,GN006003,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600307,600307,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6003,1603:45:16:324:3:600307,Linsan Saran,GN00600307,Linsan Saran,,,Lelouma,GN006003,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600308,600308,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6003,1603:45:16:324:3:600308,Manda,GN00600308,Manda,,,Lelouma,GN006003,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600309,600309,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6003,1603:45:16:324:3:600309,Parawol,GN00600309,Parawol,,,Lelouma,GN006003,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600310,600310,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6003,1603:45:16:324:3:600310,Sagale,GN00600310,Sagale,,,Lelouma,GN006003,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600311,600311,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6003,1603:45:16:324:3:600311,Tianguel Bori,GN00600311,Tianguel Bori,,,Lelouma,GN006003,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600401,600401,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6004,1603:45:16:324:3:600401,Balaki,GN00600401,Balaki,,,Mali,GN006004,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600402,600402,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6004,1603:45:16:324:3:600402,Donghol Sigon,GN00600402,Donghol Sigon,,,Mali,GN006004,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600403,600403,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6004,1603:45:16:324:3:600403,Dougountouny,GN00600403,Dougountouny,,,Mali,GN006004,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600404,600404,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6004,1603:45:16:324:3:600404,Fougou,GN00600404,Fougou,,,Mali,GN006004,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600405,600405,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6004,1603:45:16:324:3:600405,Gayah,GN00600405,Gayah,,,Mali,GN006004,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600406,600406,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6004,1603:45:16:324:3:600406,Hidayatou,GN00600406,Hidayatou,,,Mali,GN006004,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600407,600407,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6004,1603:45:16:324:3:600407,Lebekeren,GN00600407,Lebekeren,,,Mali,GN006004,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600408,600408,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6004,1603:45:16:324:3:600408,Madina Wora,GN00600408,Madina Wora,,,Mali,GN006004,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600409,600409,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6004,1603:45:16:324:3:600409,Mali Ctre,GN00600409,Mali Ctre,,,Mali,GN006004,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600410,600410,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6004,1603:45:16:324:3:600410,Salambande,GN00600410,Salambande,,,Mali,GN006004,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600411,600411,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6004,1603:45:16:324:3:600411,Telire,GN00600411,Telire,,,Mali,GN006004,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600412,600412,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6004,1603:45:16:324:3:600412,Touba,GN00600412,Touba,,,Mali,GN006004,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600413,600413,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6004,1603:45:16:324:3:600413,Yimbering,GN00600413,Yimbering,,,Mali,GN006004,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600501,600501,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6005,1603:45:16:324:3:600501,Fatako,GN00600501,Fatako,,,Tougue,GN006005,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600502,600502,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6005,1603:45:16:324:3:600502,Fello Koundoua,GN00600502,Fello Koundoua,,,Tougue,GN006005,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600503,600503,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6005,1603:45:16:324:3:600503,Kansangui,GN00600503,Kansangui,,,Tougue,GN006005,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600504,600504,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6005,1603:45:16:324:3:600504,Koin,GN00600504,Koin,,,Tougue,GN006005,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600505,600505,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6005,1603:45:16:324:3:600505,Kolangui,GN00600505,Kolangui,,,Tougue,GN006005,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600506,600506,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6005,1603:45:16:324:3:600506,Kolet,GN00600506,Kolet,,,Tougue,GN006005,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600507,600507,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6005,1603:45:16:324:3:600507,Konah,GN00600507,Konah,,,Tougue,GN006005,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600508,600508,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6005,1603:45:16:324:3:600508,Kouratongo,GN00600508,Kouratongo,,,Tougue,GN006005,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600509,600509,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6005,1603:45:16:324:3:600509,Tangali,GN00600509,Tangali,,,Tougue,GN006005,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600510,600510,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6005,1603:45:16:324:3:600510,Tougue Ctre,GN00600510,Tougue Ctre,,,Tougue,GN006005,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:700101,700101,1603:45:16:324:0,1603:45:16:324:1:7,1603:45:16:324:2:7001,1603:45:16:324:3:700101,Bodie,GN00700101,Bodie,,,Dalaba,GN007001,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:700102,700102,1603:45:16:324:0,1603:45:16:324:1:7,1603:45:16:324:2:7001,1603:45:16:324:3:700102,Dalaba Ctre,GN00700102,Dalaba Ctre,,,Dalaba,GN007001,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:700103,700103,1603:45:16:324:0,1603:45:16:324:1:7,1603:45:16:324:2:7001,1603:45:16:324:3:700103,Ditinn,GN00700103,Ditinn,,,Dalaba,GN007001,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:700104,700104,1603:45:16:324:0,1603:45:16:324:1:7,1603:45:16:324:2:7001,1603:45:16:324:3:700104,Kaala,GN00700104,Kaala,,,Dalaba,GN007001,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:700105,700105,1603:45:16:324:0,1603:45:16:324:1:7,1603:45:16:324:2:7001,1603:45:16:324:3:700105,Kankalabe,GN00700105,Kankalabe,,,Dalaba,GN007001,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:700106,700106,1603:45:16:324:0,1603:45:16:324:1:7,1603:45:16:324:2:7001,1603:45:16:324:3:700106,Kebali,GN00700106,Kebali,,,Dalaba,GN007001,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:700107,700107,1603:45:16:324:0,1603:45:16:324:1:7,1603:45:16:324:2:7001,1603:45:16:324:3:700107,Koba,GN00700107,Koba,,,Dalaba,GN007001,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:700108,700108,1603:45:16:324:0,1603:45:16:324:1:7,1603:45:16:324:2:7001,1603:45:16:324:3:700108,Mafara,GN00700108,Mafara,,,Dalaba,GN007001,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:700109,700109,1603:45:16:324:0,1603:45:16:324:1:7,1603:45:16:324:2:7001,1603:45:16:324:3:700109,Mitty,GN00700109,Mitty,,,Dalaba,GN007001,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:700110,700110,1603:45:16:324:0,1603:45:16:324:1:7,1603:45:16:324:2:7001,1603:45:16:324:3:700110,Mombeyah,GN00700110,Mombeyah,,,Dalaba,GN007001,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:700201,700201,1603:45:16:324:0,1603:45:16:324:1:7,1603:45:16:324:2:7002,1603:45:16:324:3:700201,Bouliwel,GN00700201,Bouliwel,,,Mamou,GN007002,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:700202,700202,1603:45:16:324:0,1603:45:16:324:1:7,1603:45:16:324:2:7002,1603:45:16:324:3:700202,Dounet,GN00700202,Dounet,,,Mamou,GN007002,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:700203,700203,1603:45:16:324:0,1603:45:16:324:1:7,1603:45:16:324:2:7002,1603:45:16:324:3:700203,Gongoret,GN00700203,Gongoret,,,Mamou,GN007002,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:700204,700204,1603:45:16:324:0,1603:45:16:324:1:7,1603:45:16:324:2:7002,1603:45:16:324:3:700204,Kegneko,GN00700204,Kegneko,,,Mamou,GN007002,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:700205,700205,1603:45:16:324:0,1603:45:16:324:1:7,1603:45:16:324:2:7002,1603:45:16:324:3:700205,Kounkoure,GN00700205,Kounkoure,,,Mamou,GN007002,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:700206,700206,1603:45:16:324:0,1603:45:16:324:1:7,1603:45:16:324:2:7002,1603:45:16:324:3:700206,Mamou Ctre,GN00700206,Mamou Ctre,,,Mamou,GN007002,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:700207,700207,1603:45:16:324:0,1603:45:16:324:1:7,1603:45:16:324:2:7002,1603:45:16:324:3:700207,Nyagara,GN00700207,Nyagara,,,Mamou,GN007002,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:700208,700208,1603:45:16:324:0,1603:45:16:324:1:7,1603:45:16:324:2:7002,1603:45:16:324:3:700208,Oure Kaba,GN00700208,Oure Kaba,,,Mamou,GN007002,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:700209,700209,1603:45:16:324:0,1603:45:16:324:1:7,1603:45:16:324:2:7002,1603:45:16:324:3:700209,Poredaka,GN00700209,Poredaka,,,Mamou,GN007002,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:700210,700210,1603:45:16:324:0,1603:45:16:324:1:7,1603:45:16:324:2:7002,1603:45:16:324:3:700210,Saramoussaya,GN00700210,Saramoussaya,,,Mamou,GN007002,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:700211,700211,1603:45:16:324:0,1603:45:16:324:1:7,1603:45:16:324:2:7002,1603:45:16:324:3:700211,Soyah,GN00700211,Soyah,,,Mamou,GN007002,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:700212,700212,1603:45:16:324:0,1603:45:16:324:1:7,1603:45:16:324:2:7002,1603:45:16:324:3:700212,Teguereyah,GN00700212,Teguereyah,,,Mamou,GN007002,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:700213,700213,1603:45:16:324:0,1603:45:16:324:1:7,1603:45:16:324:2:7002,1603:45:16:324:3:700213,Timbo,GN00700213,Timbo,,,Mamou,GN007002,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:700214,700214,1603:45:16:324:0,1603:45:16:324:1:7,1603:45:16:324:2:7002,1603:45:16:324:3:700214,Tolo,GN00700214,Tolo,,,Mamou,GN007002,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:700301,700301,1603:45:16:324:0,1603:45:16:324:1:7,1603:45:16:324:2:7003,1603:45:16:324:3:700301,Bantignel,GN00700301,Bantignel,,,Pita,GN007003,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:700302,700302,1603:45:16:324:0,1603:45:16:324:1:7,1603:45:16:324:2:7003,1603:45:16:324:3:700302,Brouwal Tape,GN00700302,Brouwal Tape,,,Pita,GN007003,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:700303,700303,1603:45:16:324:0,1603:45:16:324:1:7,1603:45:16:324:2:7003,1603:45:16:324:3:700303,Donghol Touma,GN00700303,Donghol Touma,,,Pita,GN007003,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:700304,700304,1603:45:16:324:0,1603:45:16:324:1:7,1603:45:16:324:2:7003,1603:45:16:324:3:700304,Gongoret,GN00700304,Gongoret,,,Pita,GN007003,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:700305,700305,1603:45:16:324:0,1603:45:16:324:1:7,1603:45:16:324:2:7003,1603:45:16:324:3:700305,Ley Miro,GN00700305,Ley Miro,,,Pita,GN007003,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:700306,700306,1603:45:16:324:0,1603:45:16:324:1:7,1603:45:16:324:2:7003,1603:45:16:324:3:700306,Maci,GN00700306,Maci,,,Pita,GN007003,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:700307,700307,1603:45:16:324:0,1603:45:16:324:1:7,1603:45:16:324:2:7003,1603:45:16:324:3:700307,Ninguelande,GN00700307,Ninguelande,,,Pita,GN007003,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:700308,700308,1603:45:16:324:0,1603:45:16:324:1:7,1603:45:16:324:2:7003,1603:45:16:324:3:700308,Pita Ctre,GN00700308,Pita Ctre,,,Pita,GN007003,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:700309,700309,1603:45:16:324:0,1603:45:16:324:1:7,1603:45:16:324:2:7003,1603:45:16:324:3:700309,Sangareah,GN00700309,Sangareah,,,Pita,GN007003,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:700310,700310,1603:45:16:324:0,1603:45:16:324:1:7,1603:45:16:324:2:7003,1603:45:16:324:3:700310,Sintali,GN00700310,Sintali,,,Pita,GN007003,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:700311,700311,1603:45:16:324:0,1603:45:16:324:1:7,1603:45:16:324:2:7003,1603:45:16:324:3:700311,Timbi Madina,GN00700311,Timbi Madina,,,Pita,GN007003,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:700312,700312,1603:45:16:324:0,1603:45:16:324:1:7,1603:45:16:324:2:7003,1603:45:16:324:3:700312,Timbi Touni,GN00700312,Timbi Touni,,,Pita,GN007003,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800101,800101,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8001,1603:45:16:324:3:800101,Beyla Ctre,GN00800101,Beyla Ctre,,,Beyla,GN008001,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800102,800102,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8001,1603:45:16:324:3:800102,Boola,GN00800102,Boola,,,Beyla,GN008001,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800103,800103,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8001,1603:45:16:324:3:800103,Diaraguerela,GN00800103,Diaraguerela,,,Beyla,GN008001,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800104,800104,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8001,1603:45:16:324:3:800104,Diassodou,GN00800104,Diassodou,,,Beyla,GN008001,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800105,800105,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8001,1603:45:16:324:3:800105,Fouala,GN00800105,Fouala,,,Beyla,GN008001,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800106,800106,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8001,1603:45:16:324:3:800106,Gbakedou,GN00800106,Gbakedou,,,Beyla,GN008001,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800107,800107,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8001,1603:45:16:324:3:800107,Gbessoba,GN00800107,Gbessoba,,,Beyla,GN008001,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800108,800108,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8001,1603:45:16:324:3:800108,Karala,GN00800108,Karala,,,Beyla,GN008001,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800109,800109,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8001,1603:45:16:324:3:800109,Koumandou,GN00800109,Koumandou,,,Beyla,GN008001,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800110,800110,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8001,1603:45:16:324:3:800110,Moussadou,GN00800110,Moussadou,,,Beyla,GN008001,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800111,800111,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8001,1603:45:16:324:3:800111,Nionsomoridou,GN00800111,Nionsomoridou,,,Beyla,GN008001,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800112,800112,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8001,1603:45:16:324:3:800112,Sakourala,GN00800112,Sakourala,,,Beyla,GN008001,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800113,800113,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8001,1603:45:16:324:3:800113,Samana,GN00800113,Samana,,,Beyla,GN008001,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800114,800114,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8001,1603:45:16:324:3:800114,Sinko,GN00800114,Sinko,,,Beyla,GN008001,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800201,800201,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8002,1603:45:16:324:3:800201,Bolodou,GN00800201,Bolodou,,,Gueckedou,GN008002,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:800202,800202,1603:45:16:324:0,1603:45:16:324:1:8,1603:45:16:324:2:8002,1603:45:16:324:3:800202,Fangamadou,GN00800202,Fangamadou,,,Gueckedou,GN008002,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
