#adm2+name+i_en,#adm2+name+i_ar,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_en,#adm2+name+alt2+i_en,#adm2+name+alt1+i_ar,#adm2+name+alt2+i_ar,#adm1+name+i_en,#adm1+name+i_ar,#adm1+code+v_pcode,#country+name+i_en,#country+name+i_ar,#country+code+v_iso2,#date+start,#date+updated,#date+end
Bir Al-Abd,قسم بئر العبد,EG3405,Bir Al-Abd,,,,,North Sinai,شمال سيناء,EG34,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Al-Hasna,قسم الحسنة,EG3406,Al-Hasna,,,,,North Sinai,شمال سيناء,EG34,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Nakhl,قسم نخل,EG3407,Nakhl,,,,,North Sinai,شمال سيناء,EG34,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Shaykh Zuwayd,قسم الشيخ زويد,EG3408,Shaykh Zuwayd,,,,,North Sinai,شمال سيناء,EG34,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Rafah,قسم رفح,EG3409,Rafah,,,,,North Sinai,شمال سيناء,EG34,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Rummana,قسم رمانة,EG3410,Rummana,,,,,North Sinai,شمال سيناء,EG34,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Qasima,قسم القسيمة,EG3411,Qasima,,,,,North Sinai,شمال سيناء,EG34,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Al-Tur,قسم الطور,EG3501,Al-Tur,,,,,South Sinai,جنوب سيناء,EG35,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Ras Sidr,قسم رأس سدر,EG3502,Ras Sidr,,,,,South Sinai,جنوب سيناء,EG35,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Abu Radis,قسم أبو رديس,EG3503,Abu Radis,,,,,South Sinai,جنوب سيناء,EG35,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Sant Katrin,قسم سانت كاترين,EG3504,Sant Katrin,,,,,South Sinai,جنوب سيناء,EG35,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Sharm el-Sheikh,قسم شرم الشيخ,EG3505,Sharm el-Sheikh,,,,,South Sinai,جنوب سيناء,EG35,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Dahab,قسم دهب,EG3506,Dahab,,,,,South Sinai,جنوب سيناء,EG35,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Nuweiba,قسم نويبع,EG3507,Nuweiba,,,,,South Sinai,جنوب سيناء,EG35,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Taba,قسم طابا,EG3508,Taba,,,,,South Sinai,جنوب سيناء,EG35,Egypt,مِصر,EG,2017-08-14,2020-12-01,
