#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+code+v_numerodinatio,#adm1+code+v_numerodinatio,#adm2+code+v_numerodinatio,#adm3+code+v_numerodinatio,#adm3+name+i_eng+is_latn,#adm3+name+i_ara+is_arab,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_eng+is_latn,#adm3+name+alt2+i_eng+is_latn,#adm3+name+alt1+i_ara+is_arab,#adm3+name+alt2+i_ara+is_arab,#adm2+name+i_eng+is_latn,#adm2+name+i_ara+is_arab,#adm2+code+v_pcode,#adm1+name+i_eng+is_latn,#adm1+name+i_ara+is_arab,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+name+i_ara+is_arab,#item+rem+i_qcc+is_zxxx+ix_wdatap297,#item+rem+i_qcc+is_zxxx+ix_wdatap577,#item+rem+i_qcc+is_zxxx+ix_wdatap813,#item+rem+i_qcc+is_zxxx+ix_wdatap2669
1603:45:16:887:3:200672,200672,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2006,1603:45:16:887:3:200672,Arf As Saminah,عرف السمينه,YE200672,Arf As Saminah,,,,,Wusab Al Aali,وصاب العالي,YE2006,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200673,200673,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2006,1603:45:16:887:3:200673,Bani An Namar,بني النمار,YE200673,Bani An Namar,,,,,Wusab Al Aali,وصاب العالي,YE2006,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200674,200674,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2006,1603:45:16:887:3:200674,Al Mahjar,المحجر,YE200674,Al Mahjar,,,,,Wusab Al Aali,وصاب العالي,YE2006,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200675,200675,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2006,1603:45:16:887:3:200675,Bani Shunayf,بني شنيف,YE200675,Bani Shunayf - Wusab Al Aali,,,,,Wusab Al Aali,وصاب العالي,YE2006,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200676,200676,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2006,1603:45:16:887:3:200676,Al Athluth,الاثلوث,YE200676,Al Athluth,,,,,Wusab Al Aali,وصاب العالي,YE2006,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200677,200677,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2006,1603:45:16:887:3:200677,Ash Shawka'a,الشوكاء,YE200677,Ash Shawkaa,,,,,Wusab Al Aali,وصاب العالي,YE2006,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200678,200678,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2006,1603:45:16:887:3:200678,Bani Al Musanif,بني المصنف,YE200678,Bani Al Musanif,,,,,Wusab Al Aali,وصاب العالي,YE2006,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200679,200679,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2006,1603:45:16:887:3:200679,Al Aj'ud,الاجعود,YE200679,Al Ajud - Wusab Al Aali,,,,,Wusab Al Aali,وصاب العالي,YE2006,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200680,200680,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2006,1603:45:16:887:3:200680,Bani Rabi'ah,بني ربيعه,YE200680,Bani Rabiah - Wusab Al Aali,,,,,Wusab Al Aali,وصاب العالي,YE2006,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200681,200681,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2006,1603:45:16:887:3:200681,Himyar,حمير,YE200681,Himyar - Wusab Al Aali,,,,,Wusab Al Aali,وصاب العالي,YE2006,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200682,200682,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2006,1603:45:16:887:3:200682,Bani Hafs,بني حفص,YE200682,Bani Hafs,,,,,Wusab Al Aali,وصاب العالي,YE2006,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200683,200683,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2006,1603:45:16:887:3:200683,Sharqi Ja'r,شرقي جعر,YE200683,Sharqi Jar,,,,,Wusab Al Aali,وصاب العالي,YE2006,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200684,200684,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2006,1603:45:16:887:3:200684,As Sanah,السنه,YE200684,As Sanah - Wusab Al Aali,,,,,Wusab Al Aali,وصاب العالي,YE2006,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200685,200685,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2006,1603:45:16:887:3:200685,Zajid,زاجد,YE200685,Zajid,,,,,Wusab Al Aali,وصاب العالي,YE2006,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200686,200686,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2006,1603:45:16:887:3:200686,Al Ijbar,الاجبار,YE200686,Al Ijbar,,,,,Wusab Al Aali,وصاب العالي,YE2006,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200687,200687,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2006,1603:45:16:887:3:200687,Sharqi Kabud,شرقي كبود,YE200687,Sharqi Kabud,,,,,Wusab Al Aali,وصاب العالي,YE2006,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200688,200688,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2006,1603:45:16:887:3:200688,Gharbi Kabud,غربي كبود,YE200688,Gharbi Kabud,,,,,Wusab Al Aali,وصاب العالي,YE2006,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200689,200689,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2006,1603:45:16:887:3:200689,Sabin wa Ar Ruq'i,سبن والرقعي,YE200689,Sabin wa Ar Ruqi,,,,,Wusab Al Aali,وصاب العالي,YE2006,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200690,200690,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2006,1603:45:16:887:3:200690,Al Awl,العول,YE200690,Al Awl,,,,,Wusab Al Aali,وصاب العالي,YE2006,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200691,200691,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2006,1603:45:16:887:3:200691,Shajb,شجب,YE200691,Shajb,,,,,Wusab Al Aali,وصاب العالي,YE2006,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200692,200692,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2006,1603:45:16:887:3:200692,Bani Al Wa'ali,بني الوائلي,YE200692,Bani Al Waali,,,,,Wusab Al Aali,وصاب العالي,YE2006,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200693,200693,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2006,1603:45:16:887:3:200693,Jabal Khyur,جبل خيور,YE200693,Jabal Khyur,,,,,Wusab Al Aali,وصاب العالي,YE2006,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200721,200721,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2007,1603:45:16:887:3:200721,Bani Ghushaym,بني غشيم,YE200721,Bani Ghushaym - Wusab As Safil,,,,,Wusab As Safil,وصاب السافل,YE2007,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200722,200722,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2007,1603:45:16:887:3:200722,Al Ladul,اللدول,YE200722,Al Ladul,,,,,Wusab As Safil,وصاب السافل,YE2007,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200723,200723,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2007,1603:45:16:887:3:200723,Bani Omar,بني عمر,YE200723,Bani Omar - Wusab As Safil,,,,,Wusab As Safil,وصاب السافل,YE2007,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200724,200724,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2007,1603:45:16:887:3:200724,Bani Ahmad Al Aali,بني احمدالعالي,YE200724,Bani Ahmad Al Aali,,,,,Wusab As Safil,وصاب السافل,YE2007,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200725,200725,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2007,1603:45:16:887:3:200725,Adh Dhuhrah,الظهره,YE200725,Adh Dhuhrah - Wusab As Safil,,,,,Wusab As Safil,وصاب السافل,YE2007,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200726,200726,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2007,1603:45:16:887:3:200726,Bani Hutam,بني حطام,YE200726,Bani Hutam,,,,,Wusab As Safil,وصاب السافل,YE2007,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200727,200727,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2007,1603:45:16:887:3:200727,Ash Shu'ayb,الشعيب,YE200727,Ash Shuayb - Wusab As Safil,,,,,Wusab As Safil,وصاب السافل,YE2007,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200728,200728,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2007,1603:45:16:887:3:200728,Al Athbut,الاثبوت,YE200728,Al Athbut,,,,,Wusab As Safil,وصاب السافل,YE2007,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200729,200729,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2007,1603:45:16:887:3:200729,Bani Husam,بني حسام,YE200729,Bani Husam,,,,,Wusab As Safil,وصاب السافل,YE2007,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200730,200730,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2007,1603:45:16:887:3:200730,Al Ajraf,الاجراف,YE200730,Al Ajraf,,,,,Wusab As Safil,وصاب السافل,YE2007,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200731,200731,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2007,1603:45:16:887:3:200731,Al Majuhi,المجوحي,YE200731,Al Majuhi,,,,,Wusab As Safil,وصاب السافل,YE2007,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200732,200732,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2007,1603:45:16:887:3:200732,Bani Ghulays,بني غليس,YE200732,Bani Ghulays,,,,,Wusab As Safil,وصاب السافل,YE2007,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200733,200733,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2007,1603:45:16:887:3:200733,Al Qaraqirah,القراقره,YE200733,Al Qaraqirah,,,,,Wusab As Safil,وصاب السافل,YE2007,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200734,200734,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2007,1603:45:16:887:3:200734,Bani Mazij,بني مزيج,YE200734,Bani Mazij,,,,,Wusab As Safil,وصاب السافل,YE2007,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200735,200735,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2007,1603:45:16:887:3:200735,Talhah,طلحه,YE200735,Talhah,,,,,Wusab As Safil,وصاب السافل,YE2007,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200736,200736,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2007,1603:45:16:887:3:200736,Bakhish,باخش,YE200736,Bakhish,,,,,Wusab As Safil,وصاب السافل,YE2007,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200737,200737,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2007,1603:45:16:887:3:200737,Bani Lahib,بني لاهب,YE200737,Bani Lahib,,,,,Wusab As Safil,وصاب السافل,YE2007,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200738,200738,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2007,1603:45:16:887:3:200738,Bani Salamah Ash Sharqi,بني سلمة الشرقي,YE200738,Bani Salamah Ash Sharqi,,,,,Wusab As Safil,وصاب السافل,YE2007,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200739,200739,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2007,1603:45:16:887:3:200739,Ash Sha'awir wa Ash Shama'ah,الشعاوروالشماعه,YE200739,Ash Shaawir wa Ash Shamaah,,,,,Wusab As Safil,وصاب السافل,YE2007,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200740,200740,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2007,1603:45:16:887:3:200740,Bani Abas,بني عباس,YE200740,Bani Abas - Wusab As Safil,,,,,Wusab As Safil,وصاب السافل,YE2007,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200741,200741,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2007,1603:45:16:887:3:200741,Bani Abdallah,بني عبدالله,YE200741,Bani Abdallah - Wusab As Safil,,,,,Wusab As Safil,وصاب السافل,YE2007,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200742,200742,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2007,1603:45:16:887:3:200742,Bani Arif,بني عريف,YE200742,Bani Arif,,,,,Wusab As Safil,وصاب السافل,YE2007,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200743,200743,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2007,1603:45:16:887:3:200743,Bani Ahmad As Safil,بني احمدالسافل,YE200743,Bani Ahmad As Safil,,,,,Wusab As Safil,وصاب السافل,YE2007,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200744,200744,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2007,1603:45:16:887:3:200744,Bani Mohammad,بني محمد,YE200744,Bani Mohammad - Wusab As Safil,,,,,Wusab As Safil,وصاب السافل,YE2007,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200745,200745,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2007,1603:45:16:887:3:200745,Bani Mu'anis,بني معانس,YE200745,Bani Muanis,,,,,Wusab As Safil,وصاب السافل,YE2007,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200746,200746,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2007,1603:45:16:887:3:200746,Jarban,جربان,YE200746,Jarban,,,,,Wusab As Safil,وصاب السافل,YE2007,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200747,200747,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2007,1603:45:16:887:3:200747,Bani Sawadah,بني سواده,YE200747,Bani Sawadah,,,,,Wusab As Safil,وصاب السافل,YE2007,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200748,200748,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2007,1603:45:16:887:3:200748,Bani salih,بني صالح,YE200748,Bani salih,,,,,Wusab As Safil,وصاب السافل,YE2007,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200749,200749,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2007,1603:45:16:887:3:200749,Bani Sa'id,بني سعيد,YE200749,Bani Said - Wusab As Safil,,,,,Wusab As Safil,وصاب السافل,YE2007,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200750,200750,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2007,1603:45:16:887:3:200750,Bani Ali,بني علي,YE200750,Bani Ali - Wusab As Safil,,,,,Wusab As Safil,وصاب السافل,YE2007,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200751,200751,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2007,1603:45:16:887:3:200751,Al Athlath,الاثلاث,YE200751,Al Athlath,,,,,Wusab As Safil,وصاب السافل,YE2007,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200752,200752,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2007,1603:45:16:887:3:200752,Bani Al Azab wa Al Asalimah,بني العزب والاسالمه,YE200752,Bani Al Azab wa Al Asalimah,,,,,Wusab As Safil,وصاب السافل,YE2007,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200753,200753,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2007,1603:45:16:887:3:200753,Bani Ash Shamakh,بني الشماخ,YE200753,Bani Ash Shamakh,,,,,Wusab As Safil,وصاب السافل,YE2007,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200754,200754,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2007,1603:45:16:887:3:200754,Bani Ayash,بني عياش,YE200754,Bani Ayash - Wusab As Safil,,,,,Wusab As Safil,وصاب السافل,YE2007,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200755,200755,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2007,1603:45:16:887:3:200755,Bani Mansur,بني منصور,YE200755,Bani Mansur - Wusab As Safil,,,,,Wusab As Safil,وصاب السافل,YE2007,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200756,200756,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2007,1603:45:16:887:3:200756,Bayt Al Hay,بيت الحيي,YE200756,Bayt Al Hay,,,,,Wusab As Safil,وصاب السافل,YE2007,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200757,200757,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2007,1603:45:16:887:3:200757,Bani Ar Ramad,بني الرماد,YE200757,Bani Ar Ramad,,,,,Wusab As Safil,وصاب السافل,YE2007,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200758,200758,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2007,1603:45:16:887:3:200758,Al Misbah,المصباح,YE200758,Al Misbah,,,,,Wusab As Safil,وصاب السافل,YE2007,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200759,200759,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2007,1603:45:16:887:3:200759,Bani Marjaf,بني مرجف,YE200759,Bani Marjaf,,,,,Wusab As Safil,وصاب السافل,YE2007,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200760,200760,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2007,1603:45:16:887:3:200760,Al Magharib,المغارب,YE200760,Al Magharib - Wusab As Safil,,,,,Wusab As Safil,وصاب السافل,YE2007,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200761,200761,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2007,1603:45:16:887:3:200761,Bani Salamah Al Gharbiyah,بني سلمة الغربيه,YE200761,Bani Salamah Al Gharbiyah,,,,,Wusab As Safil,وصاب السافل,YE2007,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200762,200762,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2007,1603:45:16:887:3:200762,Ad Dashir,الداشر,YE200762,Ad Dashir,,,,,Wusab As Safil,وصاب السافل,YE2007,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200763,200763,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2007,1603:45:16:887:3:200763,Al Majabah,المجبه,YE200763,Al Majabah,,,,,Wusab As Safil,وصاب السافل,YE2007,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200764,200764,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2007,1603:45:16:887:3:200764,Al Aris,العارس,YE200764,Al Aris,,,,,Wusab As Safil,وصاب السافل,YE2007,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200765,200765,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2007,1603:45:16:887:3:200765,Shukr,شكر,YE200765,Shukr,,,,,Wusab As Safil,وصاب السافل,YE2007,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200766,200766,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2007,1603:45:16:887:3:200766,Qardan As Sun',قرضان الصنع,YE200766,Qardan As Sun,,,,,Wusab As Safil,وصاب السافل,YE2007,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200767,200767,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2007,1603:45:16:887:3:200767,Rub' Al Magharim,ربع المغارم,YE200767,Rub Al Magharim,,,,,Wusab As Safil,وصاب السافل,YE2007,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200768,200768,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2007,1603:45:16:887:3:200768,Sujayr Al Mahawir,سجير المحاوير,YE200768,Sujayr Al Mahawir,,,,,Wusab As Safil,وصاب السافل,YE2007,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200769,200769,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2007,1603:45:16:887:3:200769,Bani Mas'ud,بني مسعود,YE200769,Bani Masud,,,,,Wusab As Safil,وصاب السافل,YE2007,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200770,200770,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2007,1603:45:16:887:3:200770,Bani Musa,بني موسى,YE200770,Bani Musa - Wusab As Safil,,,,,Wusab As Safil,وصاب السافل,YE2007,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200771,200771,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2007,1603:45:16:887:3:200771,Wadi Al Khashab,وادي الخشب,YE200771,Wadi Al Khashab,,,,,Wusab As Safil,وصاب السافل,YE2007,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200821,200821,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2008,1603:45:16:887:3:200821,Dhamar,ذمار,YE200821,Dhamar,,,,,Dhamar City,مدينة ذمار,YE2008,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200822,200822,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2008,1603:45:16:887:3:200822,Manqadhah,منقذه,YE200822,Manqadhah,,,,,Dhamar City,مدينة ذمار,YE2008,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200921,200921,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2009,1603:45:16:887:3:200921,Asbil,اسبيل,YE200921,Asbil,,,,,Mayfa'at Ans,ميفعة عنس,YE2009,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200922,200922,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2009,1603:45:16:887:3:200922,Al Athla'a,الاثلاء,YE200922,Al Athlaa,,,,,Mayfa'at Ans,ميفعة عنس,YE2009,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200923,200923,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2009,1603:45:16:887:3:200923,Al Jarshah,الجرشه,YE200923,Al Jarshah - Mayfaat Ans,,,,,Mayfa'at Ans,ميفعة عنس,YE2009,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:200924,200924,1603:45:16:887:0,1603:45:16:887:1:20,1603:45:16:887:2:2009,1603:45:16:887:3:200924,Ans As Salamah,عنس السلامه,YE200924,Ans As Salamah,,,,,Mayfa'at Ans,ميفعة عنس,YE2009,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2021-02-11,
